Time (s)                 ProfilePos (deg)         ProfileVel (rpm)         ProfileAcc (rpm/s)       
152.142                  0                        0                        0                        
152.218                  0                        0                        0                        
152.286                  0                        0                        0                        
152.369                  0                        0                        0                        
152.43                   0                        0                        0                        
152.468                  0                        0                        0                        
152.542                  0                        0                        0                        
152.606                  0                        0                        0                        
152.681                  0                        0                        0                        
152.749                  0                        0                        0                        
152.827                  0                        0                        0                        
152.893                  0                        0                        0                        
152.969                  0                        0                        0                        
153.037                  0                        0                        0                        
153.112                  0                        0                        0                        
153.181                  0                        0                        0                        
153.22                   0                        0                        0                        
153.294                  0                        0                        0                        
153.357                  0                        0                        0                        
153.434                  0                        0                        0                        
153.501                  0                        0                        0                        
153.577                  0                        0                        0                        
153.644                  0                        0                        0                        
153.719                  0                        0                        0                        
153.793                  0                        0                        0                        
153.867                  0                        0                        0                        
153.932                  0                        0                        0                        
153.975                  0                        0                        0                        
154.048                  0                        0                        0                        
154.124                  0                        0                        0                        
154.207                  0                        0                        0                        
154.284                  0                        0                        0                        
154.359                  0                        0                        0                        
154.428                  0                        0                        0                        
154.503                  0                        0                        0                        
154.571                  0                        0                        0                        
154.65                   0                        0                        0                        
154.715                  0                        0                        0                        
154.786                  0                        0                        0                        
154.859                  0                        0                        0                        
154.933                  0                        0                        0                        
155.003                  0                        0                        0                        
155.075                  0                        0                        0                        
155.147                  0                        0                        0                        
155.225                  0                        0                        0                        
155.291                  0                        0                        0                        
155.356                  0                        0                        0                        
155.435                  0                        0                        0                        
155.472                  0                        0                        0                        
155.545                  0                        0                        0                        
155.626                  0                        0                        0                        
155.703                  0                        0                        0                        
155.786                  0                        0                        0                        
155.865                  0                        0                        0                        
155.93                   0                        0                        0                        
156.005                  0                        0                        0                        
156.074                  0                        0                        0                        
156.148                  0                        0                        0                        
156.218                  0                        0                        0                        
156.293                  0                        0                        0                        
156.362                  0                        0                        0                        
156.437                  0                        0                        0                        
156.505                  0                        0                        0                        
156.578                  0                        0                        0                        
156.65                   0                        0                        0                        
156.726                  0                        0                        0                        
156.796                  0                        0                        0                        
156.871                  0                        0                        0                        
156.937                  0                        0                        0                        
157.015                  0                        0                        0                        
157.081                  0                        0                        0                        
157.119                  0                        0                        0                        
157.192                  0                        0                        0                        
157.256                  0                        0                        0                        
157.328                  0                        0                        0                        
157.407                  0                        0                        0                        
157.478                  0                        0                        0                        
157.544                  0                        0                        0                        
157.623                  0                        0                        0                        
157.688                  0                        0                        0                        
157.763                  0                        0                        0                        
157.832                  0                        0                        0                        
157.871                  0                        0                        0                        
157.944                  0                        0                        0                        
158.024                  0                        0                        0                        
158.096                  0                        0                        0                        
158.167                  0                        0                        0                        
158.241                  0                        0                        0                        
158.311                  0                        0                        0                        
158.385                  0                        0                        0                        
158.455                  0                        0                        0                        
158.527                  0                        0                        0                        
158.599                  0                        0                        0                        
158.676                  0                        0                        0                        
158.743                  0                        0                        0                        
158.815                  0                        0                        0                        
158.887                  0                        0                        0                        
158.924                  0                        0                        0                        
159.003                  0                        0                        0                        
159.078                  0                        0                        0                        
159.156                  0                        0                        0                        
159.223                  0                        0                        0                        
159.296                  0                        0                        0                        
159.366                  0                        0                        0                        
159.44                   0                        0                        0                        
159.51                   0                        0                        0                        
159.583                  0                        0                        0                        
159.654                  0                        0                        0                        
159.728                  0                        0                        0                        
159.798                  0                        0                        0                        
159.875                  0                        0                        0                        
159.942                  0                        0                        0                        
160.016                  0                        0                        0                        
160.086                  0                        0                        0                        
160.16                   0                        0                        0                        
160.23                   0                        0                        0                        
160.272                  0                        0                        0                        
160.345                  0                        0                        0                        
160.421                  0                        0                        0                        
160.496                  0                        0                        0                        
160.565                  0                        0                        0                        
160.642                  0                        0                        0                        
160.709                  0                        0                        0                        
160.781                  0                        0                        0                        
160.857                  0                        0                        0                        
160.935                  0                        0                        0                        
160.997                  0                        0                        0                        
161.077                  0                        0                        0                        
161.14                   0                        0                        0                        
161.215                  0                        0                        0                        
161.284                  0                        0                        0                        
161.324                  0                        0                        0                        
161.397                  0                        0                        0                        
161.476                  0                        0                        0                        
161.56                   0                        0                        0                        
161.62                   0                        0                        0                        
161.696                  0                        0                        0                        
161.763                  0                        0                        0                        
161.836                  0                        0                        0                        
161.907                  0                        0                        0                        
161.984                  0                        0                        0                        
162.051                  0                        0                        0                        
162.12                   0                        0                        0                        
162.195                  0                        0                        0                        
162.267                  0                        0                        0                        
162.339                  0                        0                        0                        
162.41                   0                        0                        0                        
162.483                  0                        0                        0                        
162.52                   0                        0                        0                        
162.596                  0                        0                        0                        
162.675                  0                        0                        0                        
162.749                  0                        0                        0                        
162.818                  0                        0                        0                        
162.892                  0                        0                        0                        
162.962                  0                        0                        0                        
163.038                  0                        0                        0                        
163.106                  0                        0                        0                        
163.178                  0                        0                        0                        
163.25                   0                        0                        0                        
163.322                  0                        0                        0                        
163.394                  0                        0                        0                        
163.471                  0                        0                        0                        
163.539                  0                        0                        0                        
163.613                  0                        0                        0                        
163.682                  0                        0                        0                        
163.722                  0                        0                        0                        
163.857                  0                        0                        0                        
164.001                  0                        0                        0                        
164.145                  0                        0                        0                        
164.289                  0                        0                        0                        
164.449                  0                        0                        0                        
164.577                  0                        0                        0                        
164.736                  0                        0                        0                        
164.85                   0                        0                        0                        
165.024                  0                        0                        0                        
165.15                   0                        0                        0                        
165.327                  0                        0                        0                        
165.473                  0                        0                        0                        
165.647                  0                        0                        0                        
165.823                  0                        0                        0                        
165.935                  0                        0                        0                        
166.127                  0.00060198               0.000522771              0.00272391               
166.263                  0.00113037               0.000915897              0.00408859               
166.428                  0.00307614               0.00197206               0.00642256               
166.566                  0.00569957               0.00314109               0.00839822               
166.69                   0.00896017               0.00439613               0.0101527                
166.871                  0.0161656                0.00668003               0.0127042                
167.011                  0.0237746                0.00880439               0.0147486                
167.14                   0.0320208                0.0108915                0.0165395                
167.322                  0.0479148                0.0144112                0.0191484                
167.46                   0.0621823                0.0173096                0.0210982                
167.62                   0.0823543                0.0210428                0.0233658                
167.741                  0.0995141                0.0240253                0.0250553                
167.921                  0.131811                 0.0291383                0.0276773                
168.039                  0.1543                   0.0325171                0.0293132                
168.227                  0.197867                 0.0385431                0.031987                 
168.339                  0.226187                 0.04229                  0.0335711                
168.493                  0.269067                 0.047645                 0.0357001                
168.674                  0.330125                 0.0547684                0.0383372                
168.819                  0.382448                 0.060581                 0.0403803                
168.961                  0.440033                 0.0666864                0.0424229                
169.124                  0.510772                 0.0738235                0.0446896                
169.267                  0.580311                 0.0805477                0.0467318                
169.425                  0.664965                 0.0883705                0.0489978                
169.571                  0.747764                 0.0957287                0.0510438                
169.716                  0.836781                 0.103349                 0.0530812                
169.87                   0.944324                 0.112191                 0.0553487                
170.018                  1.04838                  0.120455                 0.0573922                
170.161                  1.15962                  0.128996                 0.0594321                
170.323                  1.29277                  0.138857                 0.0617004                
170.466                  1.42059                  0.148031                 0.0637429                
170.624                  1.57277                  0.158588                 0.0660128                
170.74                   1.68677                  0.166315                 0.0676343                
170.915                  1.87278                  0.17849                  0.0700994                
171.069                  2.05471                  0.190036                 0.072364                 
171.215                  2.22804                  0.200744                 0.0744064                
171.377                  2.43222                  0.212994                 0.076674                 
171.52                   2.62576                  0.224313                 0.078715                 
171.664                  2.82898                  0.235907                 0.0807527                
171.829                  3.06799                  0.24918                  0.0830217                
171.941                  3.248                    0.258987                 0.0846658                
172.135                  3.55865                  0.275406                 0.0873341                
172.24                   3.75042                  0.285366                 0.0889237                
172.388                  4.01954                  0.299024                 0.0910527                
172.576                  4.37159                  0.316397                 0.0936847                
172.719                  4.65666                  0.330172                 0.0957271                
172.861                  4.95383                  0.344239                 0.0977691                
173.023                  5.29882                  0.360207                 0.100035                 
173.164                  5.62332                  0.374932                 0.102082                 
173.322                  5.9982                   0.391581                 0.104347                 
173.47                   6.34903                  0.40687                  0.106386                 
173.611                  6.71354                  0.422462                 0.108427                 
173.778                  7.14383                  0.440492                 0.110738                 
173.912                  7.52983                  0.456383                 0.112739                 
174.06                   7.93792                  0.472892                 0.11478                  
174.223                  8.40956                  0.491608                 0.117049                 
174.363                  8.84841                  0.50873                  0.11909                  
174.523                  9.35484                  0.528125                 0.121358                 
174.67                   9.82555                  0.54586                  0.123398                 
174.786                  10.2329                  0.561002                 0.125116                 
174.972                  10.8742                  0.58436                  0.127712                 
175.115                  11.3949                  0.603033                 0.129754                 
175.239                  11.8526                  0.619233                 0.131503                 
175.419                  12.549                   0.643417                 0.134063                 
175.565                  13.1201                  0.662959                 0.136101                 
175.718                  13.7776                  0.685092                 0.138371                 
175.865                  14.3866                  0.705298                 0.140413                 
176.009                  15.0125                  0.725774                 0.142454                 
176.177                  15.7324                  0.748958                 0.144727                 
176.291                  16.276                   0.766269                 0.146405                 
176.474                  17.1592                  0.793902                 0.149037                 
176.619                  17.8624                  0.815612                 0.151076                 
176.761                  18.5846                  0.837615                 0.153116                 
176.923                  19.4128                  0.862484                 0.155387                 
177.067                  20.1757                  0.885098                 0.157426                 
177.198                  20.8813                  0.905776                 0.159269                 
177.378                  21.8548                  0.933875                 0.161735                 
177.488                  22.5408                  0.953475                 0.163437                 
177.674                  23.6256                  0.983985                 0.166045                 
177.817                  24.4985                  1.00824                  0.168093                 
177.957                  25.3861                  1.03261                  0.170126                 
178.092                  26.2006                  1.05474                  0.171953                 
178.26                   27.3405                  1.08528                  0.174437                 
178.424                  28.41                    1.11356                  0.176709                 
178.566                  29.3906                  1.13921                  0.178745                 
178.711                  30.3985                  1.16527                  0.180791                 
178.871                  31.5413                  1.19446                  0.183054                 
179.018                  32.6173                  1.22164                  0.185138                 
179.138                  33.5206                  1.24425                  0.186855                 
179.318                  34.8994                  1.2783                   0.189407                 
179.439                  35.8381                  1.30127                  0.191113                 
179.629                  37.3883                  1.33869                  0.193852                 
179.739                  38.2612                  1.35959                  0.195371                 
179.926                  39.8294                  1.39665                  0.198027                 
180.038                  40.7904                  1.41918                  0.199629                 
180.228                  42.4611                  1.45783                  0.20234                  
180.373                  43.7417                  1.48716                  0.204377                 
180.491                  44.7886                  1.51095                  0.206016                 
180.661                  46.3874                  1.54686                  0.208461                 
180.788                  47.5935                  1.57372                  0.210274                 
180.964                  49.2924                  1.61111                  0.212768                 
181.126                  50.8784                  1.64566                  0.215048                 
181.267                  52.3189                  1.67674                  0.21708                  
181.413                  53.7919                  1.70823                  0.21912                  
181.539                  55.1121                  1.73623                  0.220918                 
181.716                  56.9978                  1.77577                  0.22343                  
181.874                  58.7349                  1.81183                  0.225698                 
182.02                   60.3296                  1.84465                  0.227743                 
182.139                  61.6678                  1.87198                  0.229434                 
182.287                  63.3838                  1.90672                  0.231563                 
182.439                  65.1314                  1.94177                  0.233692                 
182.626                  67.3728                  1.98623                  0.236361                 
182.772                  69.117                   2.02053                  0.238403                 
182.891                  70.5682                  2.04887                  0.240079                 
183.037                  72.4449                  2.0852                   0.242208                 
183.219                  74.738                   2.12913                  0.244756                 
183.363                  76.6102                  2.16471                  0.246801                 
183.493                  78.2751                  2.19612                  0.248595                 
183.668                  80.6623                  2.24071                  0.251115                 
183.827                  82.8459                  2.28113                  0.253379                 
183.94                   84.4106                  2.30992                  0.254982                 
184.112                  86.8758                  2.35484                  0.257458                 
184.272                  89.1737                  2.39635                  0.259726                 
184.417                  91.2802                  2.43411                  0.261773                 
184.541                  93.0821                  2.46619                  0.263502                 
184.692                  95.3328                  2.50595                  0.265626                 
184.838                  97.6243                  2.54612                  0.267755                 
185.026                  100.516                  2.59631                  0.27039                  
185.171                  102.794                  2.63555                  0.272434                 
185.314                  105.102                  2.67502                  0.274475                 
185.44                   107.159                  2.70998                  0.276271                 
185.612                  110.091                  2.75934                  0.278784                 
185.774                  112.78                   2.80427                  0.281053                 
185.92                   115.234                  2.84496                  0.283093                 
186.067                  117.732                  2.8861                   0.285141                 
186.223                  120.537                  2.93192                  0.287403                 
186.368                  123.118                  2.9738                   0.289457                 
186.514                  125.713                  3.0156                   0.291492                 
186.668                  128.644                  3.06246                  0.293756                 
186.815                  131.322                  3.10498                  0.295797                 
186.975                  134.344                  3.15259                  0.298064                 
187.118                  137.104                  3.1958                   0.300107                 
187.268                  140.012                  3.24099                  0.302229                 
187.422                  143.055                  3.28794                  0.304418                 
187.567                  145.93                   3.33202                  0.30646                  
187.691                  148.417                  3.36992                  0.308205                 
187.867                  152.128                  3.42603                  0.310768                 
188.014                  155.124                  3.47103                  0.312809                 
188.174                  158.5                    3.52138                  0.315077                 
188.315                  161.579                  3.56699                  0.317119                 
188.461                  164.697                  3.61291                  0.319161                 
188.621                  168.211                  3.66428                  0.321429                 
188.763                  171.415                  3.71082                  0.323471                 
188.922                  175.021                  3.76249                  0.323471                 
189.038                  177.635                  3.79958                  0.323471                 
189.212                  181.644                  3.85564                  0.323471                 
189.371                  185.389                  3.90731                  0.323471                 
189.487                  188.157                  3.94514                  0.323471                 
189.679                  192.65                   4.00561                  0.323471                 
189.792                  195.392                  4.04218                  0.323471                 
189.965                  199.686                  4.09867                  0.323471                 
190.125                  203.663                  4.15033                  0.323471                 
190.267                  207.287                  4.19687                  0.323471                 
190.387                  210.382                  4.23627                  0.323471                 
190.571                  215.07                   4.2951                   0.323471                 
190.716                  218.825                  4.34173                  0.323471                 
190.875                  223.028                  4.39331                  0.323471                 
191.019                  226.854                  4.43977                  0.323471                 
191.138                  230.102                  4.47887                  0.323471                 
191.29                   234.177                  4.52739                  0.323471                 
191.466                  239.046                  4.58465                  0.323471                 
191.625                  243.492                  4.63635                  0.323471                 
191.769                  247.531                  4.68285                  0.323471                 
191.917                  251.617                  4.72942                  0.323471                 
192.074                  256.197                  4.78107                  0.323471                 
192.216                  260.366                  4.82763                  0.323471                 
192.362                  264.57                   4.87413                  0.323471                 
192.522                  269.308                  4.92597                  0.323471                 
192.662                  273.58                   4.97229                  0.323471                 
192.825                  278.399                  5.02401                  0.323471                 
192.939                  281.883                  5.06112                  0.323471                 
193.109                  287.195                  5.11708                  0.323471                 
193.27                   292.155                  5.16882                  0.323471                 
193.416                  296.652                  5.2153                   0.323471                 
193.574                  301.703                  5.26701                  0.323471                 
193.686                  305.315                  5.30372                  0.323471                 
193.863                  310.916                  5.36006                  0.323471                 
193.991                  314.994                  5.40076                  0.323471                 
194.167                  320.827                  5.45838                  0.323471                 
194.31                   325.565                  5.50478                  0.323471                 
194.44                   329.839                  5.54633                  0.323471                 
194.613                  335.727                  5.60298                  0.323471                 
194.775                  341.146                  5.65464                  0.323471                 
194.923                  346.067                  5.70118                  0.323471                 
195.06                   351.028                  5.74771                  0.323471                 
195.22                   356.588                  5.7994                   0.323471                 
195.364                  361.629                  5.84589                  0.323471                 
195.526                  367.289                  5.89762                  0.323471                 
195.669                  372.425                  5.94421                  0.323471                 
195.819                  377.836                  5.99289                  0.323471                 
195.975                  383.385                  6.0424                   0.323471                 
196.093                  387.632                  6.08005                  0.323471                 
196.238                  393.148                  6.12857                  0.323471                 
196.388                  398.707                  6.17709                  0.323471                 
196.562                  405.252                  6.23369                  0.323471                 
196.724                  411.279                  6.28539                  0.323471                 
196.867                  416.741                  6.3319                   0.323471                 
197.009                  422.245                  6.37842                  0.323471                 
197.139                  427.16                   6.4197                   0.323471                 
197.288                  432.982                  6.46822                  0.323471                 
197.474                  440.273                  6.52843                  0.323471                 
197.628                  445.948                  6.57496                  0.323471                 
197.765                  451.663                  6.6215                   0.323471                 
197.922                  458.056                  6.67314                  0.323471                 
198.064                  463.854                  6.71966                  0.323471                 
198.226                  470.345                  6.77134                  0.323471                 
198.37                   476.235                  6.81792                  0.323471                 
198.489                  481.128                  6.85638                  0.323471                 
198.671                  488.789                  6.91611                  0.323471                 
198.815                  494.799                  6.96264                  0.323471                 
198.938                  499.904                  7.00195                  0.323471                 
199.12                   507.611                  7.06079                  0.323471                 
199.267                  513.748                  7.10735                  0.323471                 
199.423                  520.614                  7.15905                  0.323471                 
199.569                  526.846                  7.20568                  0.323471                 
199.714                  533.09                   7.25209                  0.323471                 
199.872                  540.128                  7.30404                  0.323471                 
200.018                  546.44                   7.35034                  0.323471                 
200.179                  553.746                  7.40354                  0.323471                 
200.319                  559.961                  7.44853                  0.323471                 
200.466                  566.436                  7.4951                   0.323471                 
200.622                  573.673                  7.5468                   0.323471                 
200.768                  580.257                  7.59354                  0.323471                 
200.919                  587.134                  7.64206                  0.323471                 
201.071                  594.206                  7.69162                  0.323471                 
201.217                  600.881                  7.73813                  0.323471                 
201.376                  608.35                   7.78982                  0.323471                 
201.518                  615.106                  7.8363                   0.323471                 
201.641                  620.805                  7.87532                  0.323471                 
201.825                  629.528                  7.93459                  0.323471                 
201.969                  636.42                   7.98114                  0.323471                 
202.125                  644.108                  8.03274                  0.323471                 
202.243                  649.596                  8.0694                   0.323471                 
202.414                  658.102                  8.12584                  0.323471                 
202.54                   664.253                  8.16644                  0.323471                 
202.718                  673.05                   8.22411                  0.323471                 
202.861                  680.164                  8.27048                  0.323471                 
203.021                  688.152                  8.32223                  0.323471                 
203.168                  695.374                  8.36876                  0.323471                 
203.288                  701.658                  8.40905                  0.323471                 
203.467                  710.761                  8.467                    0.323471                 
203.611                  718.109                  8.51324                  0.321429                 
203.77                   726.316                  8.56422                  0.319163                 
203.888                  732.367                  8.60145                  0.317498                 
204.075                  742.059                  8.66017                  0.314851                 
204.221                  749.572                  8.70516                  0.31281                  
204.361                  757.124                  8.74987                  0.310768                 
204.489                  763.757                  8.78874                  0.308983                 
204.668                  773.2                    8.84328                  0.306457                 
204.812                  780.919                  8.88734                  0.304402                 
204.97                   789.428                  8.9353                   0.30215                  
205.113                  797.199                  8.97858                  0.300102                 
205.24                   803.924                  9.01567                  0.298338                 
205.422                  813.901                  9.06989                  0.295736                 
205.568                  821.537                  9.11093                  0.293753                 
205.719                  830.306                  9.15745                  0.291488                 
