Time (s)                 HomePos (deg)            StartingPos (deg)        RefPos (deg)             TorpPos (deg)            RefVel (rpm)             TorpVel (rpm)            MotorPos (deg)           MotorVel (rpm)           PositionErr (deg)        DesVelCmd (rpm)          
480.665                  -48.825                  -292.425                 -19141.4                 -19139.4                 -0.294617                -0.291093                -595449                  -6                       -1.97298                 -0.289756                
480.829                  -48.825                  -292.425                 -19141.6                 -19139.8                 -0.278318                -0.289223                -595461                  -14                      -1.79504                 -0.268515                
480.965                  -48.825                  -292.425                 -19141.9                 -19140.1                 -0.264523                -0.292268                -595468                  -6                       -1.79337                 -0.254673                
481.11                   -48.825                  -292.425                 -19142.1                 -19140.1                 -0.250701                -0.196069                -595471                  -2                       -2.00996                 -0.246867                
481.27                   -48.825                  -292.425                 -19142.3                 -19140.5                 -0.235732                -0.239214                -595480                  -14                      -1.78583                 -0.225672                
481.417                  -48.825                  -292.425                 -19142.5                 -19140.8                 -0.222545                -0.290858                -595486                  -10                      -1.75287                 -0.21157                 
481.574                  -48.825                  -292.425                 -19142.7                 -19140.8                 -0.208225                -0.2002                  -595491                  -5                       -1.95295                 -0.202808                
481.718                  -48.825                  -292.425                 -19142.9                 -19141                   -0.195671                -0.197503                -595497                  -6                       -1.89663                 -0.188689                
481.862                  -48.825                  -292.425                 -19143                   -19141.2                 -0.183372                -0.249578                -595502                  -7                       -1.8302                  -0.174545                
482.026                  -48.825                  -292.425                 -19143.2                 -19141.2                 -0.17011                 -0.15578                 -595505                  -1                       -1.99317                 -0.16581                 
482.166                  -48.825                  -292.425                 -19143.3                 -19141.4                 -0.158463                -0.156962                -595509                  -6                       -1.90484                 -0.151709                
482.325                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0.14588                 -0.203784                -595515                  -7                       -1.81967                 -0.136761                
482.471                  -48.825                  -292.425                 -19143.6                 -19141.7                 -0.134819                -0.151723                -595519                  -2                       -1.93631                 -0.128939                
482.611                  -48.825                  -292.425                 -19143.7                 -19141.9                 -0.124093                -0.15283                 -595521                  -4                       -1.81826                 -0.114934                
482.774                  -48.825                  -292.425                 -19143.8                 -19141.9                 -0.112535                -0.15283                 -595525                  -4                       -1.92604                 -0.10637                 
482.914                  -48.825                  -292.425                 -19143.9                 -19142.1                 -0.102422                -0.153258                -595527                  -1                       -1.78936                 -0.0924607               
483.06                   -48.825                  -292.425                 -19144                   -19142.1                 -0.092569                -0.106436                -595529                  -4                       -1.86946                 -0.0848324               
483.189                  -48.825                  -292.425                 -19144                   -19142.1                 -0.0840552               -0.106436                -595531                  -2                       -1.93402                 -0.078112                
483.365                  -48.825                  -292.425                 -19144.1                 -19142.1                 -0.0728292               -0.0532537               -595533                  -1                       -2.01065                 -0.0690147               
483.523                  -48.825                  -292.425                 -19144.2                 -19142.1                 -0.0629681               -0.0532537               -595534                  -1                       -2.07099                 -0.0608296               
483.672                  -48.825                  -292.425                 -19144.2                 -19142.3                 -0.054124                -0.0500373               -595536                  -3                       -1.89414                 -0.0470731               
483.81                   -48.825                  -292.425                 -19144.3                 -19142.3                 -0.0460826               -0.0500373               -595537                  -2                       -1.9327                  -0.0401027               
483.972                  -48.825                  -292.425                 -19144.3                 -19142.3                 -0.0371937               -0.0500373               -595536                  0                        -1.96851                 -0.0322086               
484.089                  -48.825                  -292.425                 -19144.3                 -19142.3                 -0.0309226               -0.0500373               -595537                  -1                       -1.99017                 -0.0265391               
484.273                  -48.825                  -292.425                 -19144.3                 -19142.3                 -0.0214035               -0.0500373               -595538                  -1                       -2.0141                  -0.0176847               
484.419                  -48.825                  -292.425                 -19144.4                 -19142.3                 -0.0143451               0                        -595538                  0                        -2.02649                 -0.0109704               
484.539                  -48.825                  -292.425                 -19144.4                 -19142.3                 -0.00867625              0                        -595539                  -1                       -2.03272                 -0.00547472              
484.722                  -48.825                  -292.425                 -19144.4                 -19142.3                 -0.000454051             0                        -595538                  0                        -2.03322                 0.00273357               
484.84                   -48.825                  -292.425                 -19144.4                 -19142.3                 0.00455251               0                        -595539                  0                        -2.03005                 0.0078283                
485.011                  -48.825                  -292.425                 -19144.3                 -19142.3                 0.0115324                0                        -595538                  -2                       -2.01816                 0.0151382                
485.171                  -48.825                  -292.425                 -19144.3                 -19142.3                 0.0176689                0                        -595538                  0                        -2.00121                 0.0217456                
485.287                  -48.825                  -292.425                 -19144.3                 -19142.3                 0.0220138                0                        -595538                  -2                       -1.98558                 0.0265249                
485.437                  -48.825                  -292.425                 -19144.3                 -19142.3                 0.0272042                0                        -595537                  4                        -1.96107                 0.032396                 
485.618                  -48.825                  -292.425                 -19144.3                 -19142.3                 0.0329261                0                        -595536                  0                        -1.92578                 0.0390982                
485.76                   -48.825                  -292.425                 -19144.2                 -19142.3                 0.0372462                0                        -595535                  -1                       -1.89358                 0.0443126                
485.888                  -48.825                  -292.425                 -19144.2                 -19142.3                 0.0408297                0                        -595535                  0                        -1.86243                 0.0487614                
486.065                  -48.825                  -292.425                 -19144.1                 -19142.1                 0.0453593                0.0419161                -595533                  1                        -2.03943                 0.0483745                
486.225                  -48.825                  -292.425                 -19144.1                 -19142.1                 0.0490963                0.0419161                -595531                  4                        -1.99241                 0.0534175                
486.37                   -48.825                  -292.425                 -19144                   -19142.1                 0.0521854                0.0419161                -595530                  4                        -1.94713                 0.0577644                
486.524                  -48.825                  -292.425                 -19144                   -19142.1                 0.0552249                0.0419161                -595529                  2                        -1.89441                 0.0622683                
486.672                  -48.825                  -292.425                 -19143.9                 -19142.1                 0.0576796                0.0419161                -595528                  1                        -1.84462                 0.0661061                
486.788                  -48.825                  -292.425                 -19143.9                 -19142.1                 0.0594734                0                        -595528                  3                        -1.80308                 0.0690538                
486.975                  -48.825                  -292.425                 -19143.8                 -19141.9                 0.0618614                0.0403304                -595526                  1                        -1.95857                 0.0671227                
487.121                  -48.825                  -292.425                 -19143.8                 -19141.9                 0.0634042                0.0403304                -595524                  3                        -1.90374                 0.0701884                
487.264                  -48.825                  -292.425                 -19143.7                 -19141.9                 0.0646482                0.0403304                -595523                  4                        -1.84809                 0.0729784                
487.422                  -48.825                  -292.425                 -19143.7                 -19141.9                 0.0656712                0.0403304                -595523                  3                        -1.78511                 0.0757507                
487.568                  -48.825                  -292.425                 -19143.6                 -19141.9                 0.0662986                0.0403304                -595521                  3                        -1.72782                 0.0779696                
487.71                   -48.825                  -292.425                 -19143.5                 -19141.9                 0.0666316                0                        -595520                  0                        -1.67033                 0.0798996                
487.873                  -48.825                  -292.425                 -19143.5                 -19141.7                 0.0666389                0.0462544                -595518                  2                        -1.83137                 0.0754334                
488.015                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       0.0462544                -595515                  3                        -1.83137                 0.00879457               
488.186                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       0.0462544                -595515                  -2                       -1.83137                 0.00879457               
488.329                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       0.0462544                -595516                  -2                       -1.83137                 0.00879457               
488.475                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       0.0462544                -595516                  1                        -1.83137                 0.00879457               
488.603                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       0                        -595515                  1                        -1.83137                 0.00879457               
488.777                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       0                        -595516                  -3                       -1.83137                 0.00879457               
488.935                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       0                        -595516                  -1                       -1.83137                 0.00879457               
489.054                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       0                        -595515                  0                        -1.83137                 0.00879457               
489.223                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.0443991                -595514                  0                        -2.05637                 0.00254457               
489.386                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       -0.0015703               -595515                  -1                       -1.83137                 0.00879457               
489.531                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       -0.0015703               -595514                  2                        -1.83137                 0.00879457               
489.674                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       -0.0015703               -595514                  0                        -1.83137                 0.00879457               
489.829                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       -0.0015703               -595515                  -1                       -1.83137                 0.00879457               
489.976                  -48.825                  -292.425                 -19143.5                 -19141.7                 -0                       -0.0459694               -595513                  1                        -1.83137                 0.00879457               
490.133                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.047517                 -595512                  4                        -2.05637                 0.00254457               
490.289                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.047517                 -595512                  -1                       -2.05637                 0.00254457               
490.428                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.047517                 -595512                  2                        -2.05637                 0.00254457               
490.583                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.047517                 -595511                  0                        -2.05637                 0.00254457               
490.734                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.047517                 -595511                  1                        -2.05637                 0.00254457               
490.888                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595511                  -2                       -2.05637                 0.00254457               
491.003                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595511                  1                        -2.05637                 0.00254457               
491.178                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595511                  -2                       -2.05637                 0.00254457               
491.303                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595512                  -1                       -2.05637                 0.00254457               
491.48                   -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595511                  1                        -2.05637                 0.00254457               
491.621                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595511                  -2                       -2.05637                 0.00254457               
491.782                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595511                  1                        -2.05637                 0.00254457               
491.928                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595511                  1                        -2.05637                 0.00254457               
492.087                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595510                  -1                       -2.05637                 0.00254457               
492.236                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595509                  2                        -2.05637                 0.00254457               
492.371                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595509                  0                        -2.05637                 0.00254457               
492.534                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595509                  0                        -2.05637                 0.00254457               
492.675                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  1                        -2.05637                 0.00254457               
492.838                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  -2                       -2.05637                 0.00254457               
492.981                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  -1                       -2.05637                 0.00254457               
493.126                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595509                  -1                       -2.05637                 0.00254457               
493.286                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  -2                       -2.05637                 0.00254457               
493.429                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  2                        -2.05637                 0.00254457               
493.574                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  1                        -2.05637                 0.00254457               
493.701                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  -1                       -2.05637                 0.00254457               
493.876                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  0                        -2.05637                 0.00254457               
494.035                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  0                        -2.05637                 0.00254457               
494.161                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595509                  -2                       -2.05637                 0.00254457               
494.302                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  1                        -2.05637                 0.00254457               
494.483                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0414231                -595506                  0                        -2.28137                 -0.00370543              
494.624                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0110117               -595506                  0                        -2.05637                 0.00254457               
494.787                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0358459                -595506                  1                        -2.28137                 -0.00370543              
494.937                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0358459                -595506                  0                        -2.28137                 -0.00370543              
495.051                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0358459                -595506                  -2                       -2.28137                 -0.00370543              
495.236                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       -0.00557716              -595505                  -2                       -2.28137                 -0.00370543              
495.351                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0468576                -595505                  0                        -2.28137                 -0.00370543              
495.525                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595505                  1                        -2.28137                 -0.00370543              
495.685                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595506                  -2                       -2.28137                 -0.00370543              
495.83                   -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595506                  1                        -2.28137                 -0.00370543              
495.953                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.06091                 -595506                  -2                       -2.05637                 0.00254457               
496.128                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.06091                 -595506                  2                        -2.05637                 0.00254457               
496.273                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       -0.0094625               -595505                  3                        -2.28137                 -0.00370543              
496.4                    -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       -0.0094625               -595505                  -1                       -2.28137                 -0.00370543              
496.578                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       -0.0094625               -595505                  -1                       -2.28137                 -0.00370543              
496.735                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0514475                -595505                  0                        -2.28137                 -0.00370543              
496.876                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0514475                -595506                  -2                       -2.28137                 -0.00370543              
496.999                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595505                  0                        -2.28137                 -0.00370543              
497.184                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595505                  1                        -2.28137                 -0.00370543              
497.327                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595505                  -1                       -2.28137                 -0.00370543              
497.45                   -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595505                  1                        -2.28137                 -0.00370543              
497.631                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595505                  0                        -2.28137                 -0.00370543              
497.777                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595505                  -1                       -2.28137                 -0.00370543              
497.938                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595505                  2                        -2.28137                 -0.00370543              
498.079                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0                        -595504                  0                        -2.28137                 -0.00370543              
498.223                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0516825               -595506                  -4                       -2.05637                 0.00254457               
498.381                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0516825               -595505                  -1                       -2.05637                 0.00254457               
498.528                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       -0.0006106               -595505                  1                        -2.28137                 -0.00370543              
498.687                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0477556               -595505                  -1                       -2.05637                 0.00254457               
498.802                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0477556               -595506                  2                        -2.05637                 0.00254457               
498.953                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0535145                -595504                  3                        -2.28137                 -0.00370543              
499.132                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.01201                  -595506                  0                        -2.05637                 0.00254457               
499.277                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.013371                 -595506                  -1                       -2.28137                 -0.00370543              
499.402                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.000577929              -595506                  1                        -2.05637                 0.00254457               
499.583                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.000577929              -595507                  1                        -2.05637                 0.00254457               
499.727                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.00341364               -595505                  0                        -2.28137                 -0.00370543              
499.886                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0449181                -595505                  -1                       -2.28137                 -0.00370543              
500.028                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0599342               -595506                  1                        -2.05637                 0.00254457               
500.172                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0524155                -595506                  0                        -2.28137                 -0.00370543              
500.301                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0057032               -595507                  -1                       -2.05637                 0.00254457               
500.478                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0581265               -595507                  1                        -2.05637                 0.00254457               
500.631                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       -0.00978179              -595506                  -2                       -2.28137                 -0.00370543              
500.778                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0426377                -595506                  0                        -2.28137                 -0.00370543              
500.925                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0614603               -595506                  1                        -2.05637                 0.00254457               
501.052                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.00334154              -595506                  1                        -2.05637                 0.00254457               
501.201                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.00334154              -595507                  0                        -2.05637                 0.00254457               
501.386                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0516863               -595507                  2                        -2.05637                 0.00254457               
501.531                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.0516863               -595507                  2                        -2.05637                 0.00254457               
501.674                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  -2                       -2.05637                 0.00254457               
501.835                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  1                        -2.05637                 0.00254457               
501.978                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  2                        -2.05637                 0.00254457               
502.137                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  0                        -2.05637                 0.00254457               
502.254                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  -1                       -2.05637                 0.00254457               
502.426                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  1                        -2.05637                 0.00254457               
502.585                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  -3                       -2.05637                 0.00254457               
502.707                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595508                  0                        -2.05637                 0.00254457               
502.874                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  1                        -2.05637                 0.00254457               
503.001                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  -2                       -2.05637                 0.00254457               
503.18                   -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  3                        -2.05637                 0.00254457               
503.303                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0604593                -595507                  -1                       -2.28137                 -0.00370543              
503.484                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.0190131                -595507                  0                        -2.05637                 0.00254457               
503.627                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0714692                -595506                  1                        -2.28137                 -0.00370543              
503.784                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.0236713                -595507                  2                        -2.05637                 0.00254457               
503.93                   -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.0236713                -595508                  1                        -2.05637                 0.00254457               
504.073                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.036788                -595507                  -1                       -2.05637                 0.00254457               
504.204                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.00465819               -595508                  -2                       -2.05637                 0.00254457               
504.353                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       -0.047798                -595508                  -1                       -2.05637                 0.00254457               
504.536                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  1                        -2.05637                 0.00254457               
504.683                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595507                  1                        -2.05637                 0.00254457               
504.829                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0                        -595506                  -1                       -2.05637                 0.00254457               
504.954                  -48.825                  -292.425                 -19143.5                 -19141.2                 -0                       0.0599233                -595506                  2                        -2.28137                 -0.00370543              
505.099                  -48.825                  -292.425                 -19143.5                 -19141.4                 -0                       0.00815226               -595506                  1                        -2.05637                 0.00254457               
