Time (s)                 Xb_x                     Xb_y                     Xb_z                     Yb_x                     Yb_y                     Yb_z                     Zb_x                     Zb_y                     Zb_z                     
215.576                  0.99997                  -0.00396854              -0.00665955              0.00401416               0.999968                 0.00685092               0.00663215               -0.00687745              0.999954                 
215.736                  0.999968                 -0.00413963              -0.00683661              0.00418868               0.999965                 0.00717583               0.00680667               -0.00720424              0.999951                 
215.879                  0.999967                 -0.00431732              -0.00683586              0.00436321               0.999968                 0.00671199               0.00680667               -0.0067416               0.999954                 
216.023                  0.999965                 -0.00448518              -0.00701507              0.00453773               0.999962                 0.00749313               0.00698119               -0.0075247               0.999947                 
216.183                  0.999962                 -0.00483396              -0.00719149              0.00488678               0.999961                 0.00734459               0.0071557                -0.00737946              0.999947                 
216.327                  0.999958                 -0.0051808               -0.00754283              0.00523582               0.99996                  0.00729228               0.00750474               -0.00733147              0.999945                 
216.486                  0.999955                 -0.00552959              -0.00771914              0.00558486               0.999959                 0.00715655               0.00767925               -0.00719934              0.999945                 
216.63                   0.999953                 -0.00587746              -0.00772253              0.00593391               0.999956                 0.00730715               0.00767924               -0.00735263              0.999943                 
216.774                  0.999953                 -0.00605299              -0.0075495               0.00610844               0.999954                 0.00734421               0.00750471               -0.00738998              0.999945                 
216.935                  0.999953                 -0.00622613              -0.00737851              0.00628298               0.999951                 0.0077056                0.00733017               -0.0077516               0.999943                 
217.082                  0.999956                 -0.00622898              -0.00702936              0.00628299               0.999951                 0.00768824               0.00698112               -0.00773206              0.999946                 
217.222                  0.999956                 -0.00623                 -0.00702846              0.00628299               0.999952                 0.00754326               0.00698112               -0.00758709              0.999947                 
217.413                  0.999958                 -0.00605994              -0.00684985              0.00610847               0.999956                 0.00708624               0.0068066                -0.00712779              0.999951                 
217.525                  0.999958                 -0.00605625              -0.00685311              0.00610847               0.999952                 0.00762476               0.0068066                -0.00766631              0.999947                 
217.685                  0.999959                 -0.00588607              -0.00684806              0.00593395               0.999958                 0.00699223               0.00680661               -0.00703258              0.999952                 
217.829                  0.99996                  -0.00571351              -0.0068452               0.00575942               0.999961                 0.00670639               0.00680662               -0.00674555              0.999954                 
218.021                  0.999963                 -0.00536874              -0.00666585              0.00541038               0.999966                 0.00624378               0.00663211               -0.00627961              0.999958                 
218.133                  0.999965                 -0.00519599              -0.0064897               0.00523585               0.999967                 0.00614095               0.00645758               -0.00617472              0.99996                  
218.277                  0.999967                 -0.00501895              -0.00631697              0.00506133               0.999965                 0.00671212               0.00628306               -0.00674388              0.999958                 
218.436                  0.999969                 -0.00485133              -0.00613676              0.00488681               0.999971                 0.00578                  0.00610854               -0.00580981              0.999964                 
218.58                   0.999972                 -0.00450351              -0.00596006              0.00453776               0.999973                 0.00574588               0.00593402               -0.00577277              0.999966                 
218.727                  0.999973                 -0.00433084              -0.00595771              0.00436323               0.999976                 0.00543462               0.00593403               -0.00546047              0.999967                 
218.884                  0.999973                 -0.00415458              -0.00613182              0.0041887                0.999976                 0.00556278               0.00610856               -0.00558831              0.999966                 
219.028                  0.999973                 -0.00415179              -0.00613371              0.0041887                0.999973                 0.00601692               0.00610856               -0.00604245              0.999963                 
219.219                  0.999974                 -0.0038064               -0.00612934              0.00383964               0.999978                 0.00542084               0.00610857               -0.00544423              0.999967                 
219.337                  0.999975                 -0.0038083               -0.00595421              0.00383965               0.999979                 0.00526175               0.00593404               -0.00528448              0.999968                 
219.479                  0.999976                 -0.00380602              -0.00578179              0.00383965               0.999976                 0.00581713               0.00575951               -0.00583919              0.999966                 
219.635                  0.999978                 -0.00363319              -0.00560582              0.00366513               0.999977                 0.00569745               0.00558499               -0.00571787              0.999968                 
219.779                  0.999978                 -0.00363507              -0.0056046               0.00366513               0.999979                 0.00536258               0.00558499               -0.005383                0.99997                  
219.922                  0.999978                 -0.0036323               -0.00560639              0.00366513               0.999976                 0.00585591               0.00558499               -0.00587633              0.999967                 
220.088                  0.999977                 -0.00363248              -0.00578016              0.00366512               0.999977                 0.00564669               0.00575952               -0.00566774              0.999967                 
220.231                  0.999975                 -0.00380425              -0.00595679              0.00383965               0.999975                 0.00594202               0.00593404               -0.00596474              0.999965                 
220.386                  0.999974                 -0.00380418              -0.00613072              0.00383964               0.999976                 0.00578365               0.00610857               -0.00580704              0.999964                 
220.578                  0.999972                 -0.00397817              -0.00630594              0.00401417               0.999976                 0.00570564               0.00628309               -0.00573079              0.999964                 
220.721                  0.999971                 -0.00414637              -0.0063111               0.0041887                0.999969                 0.00670814               0.00628309               -0.00673439              0.999958                 
220.865                  0.99997                  -0.00431716              -0.0064885               0.00436322               0.999965                 0.0071016                0.00645761               -0.00712969              0.999954                 
220.977                  0.99997                  -0.00431973              -0.00648678              0.00436322               0.999968                 0.00670531               0.00645761               -0.00673341              0.999956                 
221.121                  0.999968                 -0.00448942              -0.00666494              0.00453774               0.999963                 0.00725206               0.00663213               -0.00728207              0.999951                 
221.283                  0.999966                 -0.00466161              -0.00684144              0.00471226               0.999961                 0.00740576               0.00680666               -0.00743774              0.999949                 
221.425                  0.999962                 -0.00483393              -0.00719151              0.00488678               0.999961                 0.00734982               0.0071557                -0.00738468              0.999947                 
221.616                  0.999959                 -0.00500801              -0.00754041              0.00506129               0.999962                 0.00706331               0.00750475               -0.00710118              0.999947                 
221.728                  0.999958                 -0.0051797               -0.00754358              0.00523582               0.999959                 0.00743843               0.00750474               -0.00747762              0.999944                 
221.872                  0.999957                 -0.00534825              -0.00754911              0.00541034               0.999952                 0.00822847               0.00750474               -0.00826896              0.999938                 
222.032                  0.999957                 -0.00570351              -0.00737377              0.0057594                0.999955                 0.00758134               0.0073302                -0.00762348              0.999944                 
222.176                  0.999957                 -0.00588363              -0.00719708              0.00593393               0.999958                 0.00698864               0.00715566               -0.00703104              0.99995                  
222.336                  0.999958                 -0.00588408              -0.00702322              0.00593394               0.999957                 0.0071004                0.00698114               -0.00714178              0.99995                  
222.512                  0.999958                 -0.00588164              -0.00702526              0.00593394               0.999955                 0.00744766               0.00698114               -0.00748904              0.999948                 
222.623                  0.999958                 -0.00588457              -0.0070228               0.00593394               0.999958                 0.00702983               0.00698114               -0.0070712               0.999951                 
222.783                  0.999959                 -0.00570965              -0.0070219               0.00575941               0.999958                 0.00708757               0.00698114               -0.00712772              0.99995                  
222.927                  0.99996                  -0.00553746              -0.00701883              0.00558489               0.999962                 0.00675603               0.00698115               -0.00679496              0.999953                 
223.071                  0.999962                 -0.00536418              -0.00684309              0.00541037               0.999963                 0.00674893               0.00680663               -0.0067857               0.999954                 
223.231                  0.999965                 -0.00519186              -0.00649301              0.00523585               0.999963                 0.00677668               0.00645758               -0.00681044              0.999956                 
223.375                  0.999969                 -0.00502042              -0.00614221              0.00506134               0.999965                 0.00666479               0.00610854               -0.00669567              0.999959                 
223.535                  0.99997                  -0.00485008              -0.00596408              0.00488682               0.999969                 0.00616024               0.00593401               -0.00618921              0.999963                 
223.726                  0.999973                 -0.00450522              -0.00578498              0.00453777               0.999974                 0.00562421               0.0057595                -0.00565031              0.999967                 
223.87                   0.999974                 -0.00433348              -0.00578192              0.00436324               0.999977                 0.00514354               0.0057595                -0.00516863              0.99997                  
223.982                  0.999975                 -0.00416033              -0.00578004              0.00418871               0.999979                 0.00490651               0.0057595                -0.00493059              0.999971                 
224.132                  0.999975                 -0.00398265              -0.00578135              0.00401418               0.999977                 0.00545188               0.00575951               -0.00547495              0.999968                 
224.286                  0.999976                 -0.0038113               -0.00577832              0.00383965               0.999981                 0.0049041                0.00575951               -0.00492617              0.999971                 
224.477                  0.999977                 -0.00363677              -0.00577746              0.00366512               0.999981                 0.00490429               0.00575952               -0.00492535              0.999971                 
224.573                  0.999978                 -0.00345953              -0.00560429              0.0034906                0.999979                 0.0055437                0.00558499               -0.00556314              0.999969                 
224.734                  0.999978                 -0.00345844              -0.00560496              0.0034906                0.999977                 0.005738                 0.00558499               -0.00575744              0.999968                 
224.877                  0.999978                 -0.00328002              -0.00578013              0.00331606               0.999975                 0.00623753               0.00575952               -0.00625656              0.999964                 
225.037                  0.999977                 -0.00327995              -0.00595409              0.00331606               0.999976                 0.0060645                0.00593405               -0.0060841               0.999964                 
225.181                  0.999976                 -0.00327929              -0.0061284               0.00331606               0.999977                 0.00599936               0.00610858               -0.00601953              0.999963                 
225.33                   0.999974                 -0.00327597              -0.00647806              0.00331605               0.999975                 0.00618646               0.00645764               -0.00620778              0.99996                  
225.484                  0.999973                 -0.00327255              -0.00665373              0.00331605               0.999973                 0.00653611               0.00663217               -0.006558                0.999957                 
225.628                  0.999971                 -0.00344636              -0.00682918              0.00349057               0.999973                 0.00647259               0.00680669               -0.00649624              0.999956                 
225.772                  0.99997                  -0.00361704              -0.00683235              0.0036651                0.999969                 0.00703492               0.00680669               -0.00705975              0.999952                 
225.932                  0.999968                 -0.00379206              -0.00700716              0.00383962               0.99997                  0.00678675               0.00698121               -0.00681344              0.999952                 
226.123                  0.999966                 -0.00413888              -0.00718464              0.00418867               0.999967                 0.00692962               0.00715573               -0.00695948              0.99995                  
226.235                  0.999964                 -0.00430869              -0.00736241              0.00436319               0.999963                 0.0074024                0.00733025               -0.00743426              0.999945                 
226.379                  0.999961                 -0.00466233              -0.00753587              0.00471224               0.999967                 0.00661881               0.00750476               -0.00665407              0.99995                  
226.523                  0.999957                 -0.00482763              -0.00789029              0.00488675               0.99996                  0.00749156               0.00785381               -0.00752979              0.999941                 
226.683                  0.999955                 -0.00499956              -0.0080669               0.00506127               0.999958                 0.00764796               0.00802833               -0.00768844              0.999938                 
226.827                  0.999955                 -0.00518011              -0.00789064              0.0052358                0.999961                 0.00705417               0.00785379               -0.00709517              0.999944                 
226.987                  0.999957                 -0.00517904              -0.00771767              0.00523581               0.999959                 0.00735356               0.00767927               -0.00739365              0.999943                 
227.162                  0.999959                 -0.00500428              -0.00754288              0.00506129               0.999959                 0.00755806               0.00750475               -0.00759593              0.999943                 
227.274                  0.99996                  -0.00500713              -0.00736733              0.0050613                0.99996                  0.00735205               0.00733022               -0.00738904              0.999946                 
227.434                  0.999962                 -0.00483774              -0.00718895              0.00488678               0.999965                 0.00681954               0.0071557                -0.00685442              0.999951                 
227.578                  0.999962                 -0.00483901              -0.00718809              0.00488678               0.999966                 0.0066423                0.0071557                -0.00667718              0.999952                 
227.722                  0.999965                 -0.00466493              -0.0070129               0.00471226               0.999966                 0.00674762               0.00698118               -0.00678043              0.999953                 
227.882                  0.999966                 -0.00466481              -0.00683927              0.00471226               0.999965                 0.0069391                0.00680666               -0.00697109              0.999953                 
228.025                  0.999967                 -0.00466999              -0.00666197              0.00471227               0.999969                 0.00634504               0.00663213               -0.00637622              0.999958                 
228.217                  0.99997                  -0.00467518              -0.00613699              0.00471228               0.999971                 0.00604569               0.00610855               -0.00607443              0.999963                 
228.329                  0.999971                 -0.00467717              -0.00596174              0.00471229               0.999972                 0.00589045               0.00593402               -0.00591837              0.999965                 
228.521                  0.999973                 -0.00468017              -0.00561191              0.0047123                0.999973                 0.0057248                0.00558496               -0.00575109              0.999968                 
228.633                  0.999973                 -0.0046802               -0.00561189              0.0047123                0.999973                 0.00571972               0.00558496               -0.00574601              0.999968                 
228.777                  0.999974                 -0.00450575              -0.00561083              0.00453777               0.999973                 0.00570772               0.00558497               -0.00573303              0.999968                 
228.937                  0.999975                 -0.00433279              -0.00560863              0.00436324               0.999976                 0.00542875               0.00558497               -0.00545308              0.99997                  
229.112                  0.999975                 -0.00398145              -0.00578218              0.00401418               0.999976                 0.00566044               0.00575951               -0.00568351              0.999967                 
229.224                  0.999976                 -0.00380732              -0.00578093              0.00383965               0.999977                 0.00559151               0.00575951               -0.00561357              0.999968                 
229.384                  0.999978                 -0.00345798              -0.00560525              0.0034906                0.999977                 0.00582038               0.00558499               -0.00583982              0.999967                 
229.528                  0.99998                  -0.00328757              -0.00542783              0.00331607               0.999981                 0.00524999               0.00541046               -0.00526789              0.999971                 
229.687                  0.99998                  -0.00311239              -0.00542729              0.00314154               0.999981                 0.00537074               0.00541047               -0.00538769              0.999971                 
229.832                  0.999981                 -0.00293485              -0.00542798              0.00296701               0.999978                 0.00592655               0.00541047               -0.00594254              0.999968                 
230.023                  0.99998                  -0.00276516              -0.0057727               0.00279248               0.999985                 0.00472917               0.00575953               -0.00474519              0.999972                 
230.167                  0.999978                 -0.00275782              -0.00595024              0.00279247               0.999979                 0.00582286               0.00593406               -0.00583935              0.999965                 
230.279                  0.999977                 -0.00292881              -0.00612699              0.002967                 0.999976                 0.00623285               0.00610859               -0.00625088              0.999962                 
230.423                  0.999975                 -0.00309806              -0.00630466              0.00314153               0.999971                 0.0068958                0.00628311               -0.00691544              0.999956                 
230.583                  0.999974                 -0.00327175              -0.0064802               0.00331605               0.999971                 0.00683752               0.00645764               -0.00685883              0.999956                 
230.726                  0.999972                 -0.00362183              -0.006482                0.00366511               0.999971                 0.00667654               0.00645763               -0.00670012              0.999957                 
230.886                  0.999971                 -0.00379196              -0.00665953              0.00383963               0.999967                 0.00716036               0.00663215               -0.00718572              0.999952                 
231.03                   0.999969                 -0.00396359              -0.00683624              0.00401415               0.999965                 0.0073984                0.00680668               -0.00742561              0.999949                 
231.174                  0.999966                 -0.00431211              -0.00701287              0.0043632                0.999964                 0.00728679               0.00698119               -0.00731714              0.999949                 
231.334                  0.999963                 -0.00448544              -0.00736235              0.00453772               0.999964                 0.00710004               0.00733024               -0.00713318              0.999948                 
231.477                  0.99996                  -0.00483048              -0.00754111              0.00488676               0.99996                  0.00746322               0.00750476               -0.00749977              0.999944                 
231.622                  0.999958                 -0.0050037               -0.00771692              0.00506128               0.999959                 0.00746034               0.00767927               -0.00749908              0.999942                 
231.787                  0.999957                 -0.00517624              -0.00771955              0.00523581               0.999957                 0.00771694               0.00767927               -0.00775702              0.99994                  
231.973                  0.999958                 -0.0055336               -0.00736899              0.00558487               0.99996                  0.00695617               0.0073302                -0.00699703              0.999949                 
232.085                  0.999959                 -0.00553252              -0.00719624              0.00558488               0.999958                 0.0072767                0.00715568               -0.00731659              0.999948                 
232.276                  0.999962                 -0.00553567              -0.00667325              0.0055849                0.999957                 0.00738164               0.0066321                -0.00741863              0.99995                  
232.389                  0.999962                 -0.00553161              -0.00667661              0.0055849                0.999952                 0.0079895                0.0066321                -0.00802649              0.999946                 
232.533                  0.999964                 -0.00553797              -0.00649787              0.00558491               0.999958                 0.00722738               0.00645757               -0.00726341              0.999953                 
232.676                  0.999965                 -0.00536367              -0.00649643              0.00541038               0.999959                 0.00719359               0.00645758               -0.00722848              0.999953                 
232.836                  0.999966                 -0.00536753              -0.0063197               0.00541039               0.999962                 0.00678356               0.00628305               -0.00681751              0.999957                 
233.012                  0.999968                 -0.00520032              -0.00613882              0.00523587               0.99997                  0.00578861               0.00610853               -0.00582057              0.999964                 
233.124                  0.999971                 -0.00502406              -0.00579203              0.00506135               0.999966                 0.00644087               0.00575948               -0.00647                 0.999962                 
233.283                  0.999974                 -0.00467722              -0.00544079              0.0047123                0.999968                 0.00645332               0.00541043               -0.00647879              0.999964                 
233.427                  0.999977                 -0.0045103               -0.00508589              0.00453778               0.999975                 0.00540609               0.00506138               -0.00542904              0.999972                 
233.571                  0.99998                  -0.00416509              -0.00473324              0.00418873               0.999979                 0.00499503               0.00471233               -0.00501476              0.999976                 
233.731                  0.999981                 -0.0039877               -0.00473478              0.0040142                0.999976                 0.005601                 0.00471233               -0.0056199               0.999973                 
233.875                  0.999982                 -0.00381419              -0.00455925              0.00383968               0.999977                 0.00559317               0.00453781               -0.00561058              0.999974                 
234.035                  0.999982                 -0.00364153              -0.00473061              0.00366514               0.999981                 0.00499209               0.00471234               -0.00500934              0.999976                 
234.211                  0.999984                 -0.00346629              -0.00455642              0.00349062               0.99998                  0.0053422                0.00453781               -0.00535802              0.999975                 
234.322                  0.999984                 -0.00329315              -0.00455449              0.00331609               0.999982                 0.00503819               0.00453782               -0.00505322              0.999977                 
234.482                  0.999985                 -0.003289                -0.00438374              0.00331609               0.999975                 0.00618733               0.00436329               -0.00620178              0.999971                 
234.626                  0.999985                 -0.00329226              -0.00438129              0.00331609               0.99998                  0.00544187               0.00436329               -0.00545632              0.999976                 
234.818                  0.999985                 -0.0032908               -0.00438239              0.00331609               0.999978                 0.005776                 0.00436329               -0.00579044              0.999974                 
234.93                   0.999985                 -0.00329204              -0.00438146              0.00331609               0.999979                 0.0054931                0.00436329               -0.00550755              0.999975                 
235.073                  0.999983                 -0.00329018              -0.00473047              0.00331608               0.999979                 0.00547788               0.00471235               -0.00549348              0.999974                 
235.233                  0.999982                 -0.00328659              -0.0050806               0.00331608               0.999978                 0.00580668               0.00506141               -0.00582342              0.99997                  
235.377                  0.99998                  -0.00345712              -0.0052581               0.0034906                0.999974                 0.00637229               0.00523593               -0.00639052              0.999966                 
235.537                  0.999979                 -0.00345555              -0.00543292              0.0034906                0.999973                 0.00645589               0.00541046               -0.00647472              0.999964                 
235.681                  0.999979                 -0.00363085              -0.00543352              0.00366513               0.999973                 0.0063119                0.00541046               -0.00633168              0.999965                 
235.825                  0.999978                 -0.00380241              -0.0054367               0.00383966               0.999969                 0.00685705               0.00541045               -0.00687777              0.999962                 
236.017                  0.999976                 -0.00397558              -0.00561252              0.00401418               0.999968                 0.00688342               0.00558498               -0.00690579              0.999961                 
236.176                  0.999974                 -0.00432419              -0.00578887              0.00436324               0.999968                 0.00674921               0.0057595                -0.00677429              0.99996                  
236.273                  0.999972                 -0.0044944               -0.00596693              0.00453776               0.999963                 0.00727358               0.00593402               -0.00730046              0.999956                 
236.432                  0.999969                 -0.00466091              -0.00632127              0.00471228               0.999956                 0.00813548               0.00628307               -0.00816502              0.999947                 
236.576                  0.999966                 -0.00501338              -0.00649489              0.00506133               0.99996                  0.00738711               0.00645759               -0.00741973              0.999952                 
236.736                  0.999964                 -0.00518185              -0.00667439              0.00523585               0.999953                 0.00809881               0.00663211               -0.00813346              0.999945                 
236.911                  0.999963                 -0.0053617               -0.00667152              0.00541038               0.999959                 0.00729998               0.00663211               -0.0073358               0.999951                 
237.071                  0.999965                 -0.0053642               -0.00649599              0.00541038               0.99996                  0.0071126                0.00645758               -0.00714749              0.999954                 
237.183                  0.999965                 -0.00536525              -0.00649512              0.00541038               0.999961                 0.00695031               0.00645758               -0.00698521              0.999955                 
237.327                  0.999965                 -0.00553668              -0.00632559              0.00558491               0.999955                 0.0076335                0.00628305               -0.00766855              0.999951                 
237.487                  0.999966                 -0.00536479              -0.00632203              0.00541039               0.999959                 0.00721721               0.00628305               -0.00725116              0.999954                 
237.631                  0.999967                 -0.00536437              -0.00614898              0.00541039               0.999957                 0.00749252               0.00610852               -0.00752554              0.999953                 
237.774                  0.999968                 -0.00519352              -0.00614458              0.00523587               0.999963                 0.00689631               0.00610853               -0.00692826              0.999957                 
237.934                  0.999969                 -0.00519671              -0.00596833              0.00523587               0.999965                 0.00656425               0.005934                 -0.0065953               0.999961                 
238.078                  0.999972                 -0.00502249              -0.00561993              0.00506135               0.999963                 0.00692344               0.00558495               -0.00695169              0.99996                  
238.27                   0.999976                 -0.00467923              -0.00509197              0.00471231               0.999968                 0.00650343               0.00506138               -0.00652727              0.999966                 
238.413                  0.999979                 -0.00450949              -0.00473941              0.00453779               0.999972                 0.0059768                0.00471232               -0.00599818              0.999971                 
238.525                  0.999981                 -0.0043364               -0.00438997              0.00436327               0.999972                 0.00612893               0.00436327               -0.00614797              0.999972                 
238.685                  0.999983                 -0.00399076              -0.00421109              0.00401421               0.999976                 0.00557464               0.00418874               -0.00559145              0.999976                 
238.861                  0.999985                 -0.00364243              -0.00403485              0.00366515               0.999977                 0.00563894               0.00401422               -0.00565364              0.999976                 
238.973                  0.999987                 -0.00347076              -0.00385766              0.00349063               0.999981                 0.00515454               0.00383969               -0.00516793              0.999979                 
239.133                  0.999987                 -0.00329505              -0.00385777              0.0033161                0.99998                  0.00546255               0.00383969               -0.00547527              0.999978                 
239.324                  0.999988                 -0.00312265              -0.0036813               0.00314157               0.999982                 0.00514412               0.00366517               -0.00515563              0.99998                  
239.468                  0.999989                 -0.00312428              -0.00350612              0.00314157               0.999983                 0.00493698               0.00349063               -0.00494794              0.999982                 
239.58                   0.999989                 -0.00312101              -0.00350903              0.00314157               0.999978                 0.00586901               0.00349063               -0.00587997              0.999977                 
239.772                  0.999989                 -0.00312295              -0.0035073               0.00314157               0.999981                 0.00531418               0.00349063               -0.00532514              0.99998                  
239.884                  0.999988                 -0.00312204              -0.00368182              0.00314157               0.999981                 0.00531088               0.00366517               -0.00532238              0.999979                 
240.028                  0.999987                 -0.00329472              -0.00385805              0.0033161                0.999979                 0.00554719               0.00383969               -0.00555991              0.999977                 
240.172                  0.999986                 -0.00329037              -0.00420899              0.00331609               0.999976                 0.00611812               0.00418875               -0.00613199              0.999972                 
240.331                  0.999984                 -0.00346584              -0.00455677              0.00349062               0.999979                 0.00544106               0.00453781               -0.00545688              0.999975                 
240.523                  0.999982                 -0.00380844              -0.00473762              0.00383967               0.999971                 0.00660127               0.00471234               -0.00661934              0.999967                 
240.635                  0.999982                 -0.00381118              -0.00473541              0.00383967               0.999974                 0.00602227               0.00471234               -0.00604034              0.999971                 
240.779                  0.999981                 -0.00398379              -0.00473807              0.0040142                0.999971                 0.00642685               0.00471233               -0.00644574              0.999968                 
240.923                  0.99998                  -0.004155                -0.0047421               0.00418873               0.999966                 0.00712645               0.00471233               -0.00714617              0.999963                 
241.083                  0.999979                 -0.004506                -0.00474273              0.00453779               0.999967                 0.00671463               0.00471232               -0.00673601              0.999966                 
241.227                  0.999978                 -0.00468066              -0.00474377              0.00471232               0.999967                 0.00668565               0.00471232               -0.00670786              0.999966                 
241.386                  0.999976                 -0.00485084              -0.00492259              0.00488684               0.999961                 0.00732911               0.00488684               -0.00735299              0.999961                 
241.53                   0.999976                 -0.00485339              -0.00492007              0.00488684               0.999965                 0.00681087               0.00488684               -0.00683475              0.999965                 
241.674                  0.999975                 -0.00502317              -0.0049261               0.00506137               0.999957                 0.00777312               0.00488684               -0.00779786              0.999958                 
241.834                  0.999975                 -0.00520111              -0.00475068              0.00523591               0.999959                 0.00734063               0.00471231               -0.00736532              0.999962                 
242.026                  0.999976                 -0.00537918              -0.00440173              0.00541044               0.99996                  0.00712233               0.00436325               -0.00714597              0.999965                 
242.169                  0.999977                 -0.00537754              -0.00423088              0.00541045               0.999955                 0.00780453               0.00418872               -0.00782724              0.999961                 
242.281                  0.999977                 -0.00537724              -0.00405857              0.00541045               0.999952                 0.00821628               0.00401419               -0.00823805              0.999958                 
242.425                  0.999977                 -0.00538157              -0.00405283              0.00541045               0.99996                  0.00714981               0.00401419               -0.00717157              0.999966                 
