Start                    End                      Duration[ms]             TaskName                 TaskID                   CurrState                NextState                
385.5                    385.53                   29.7685                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
385.53                   385.549                  19.4814                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
385.549                  385.568                  18.6909                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
385.53                   385.568                  38.3897                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
385.568                  385.568                  0.001963                 TaskCoord                0                        Stopping                 Stopping                 
385.575                  385.612                  37.363                   AltitudeCntrl            1                        Moving                   DeterminingAlt           
385.612                  385.612                  0.002129                 TaskCoord                0                        Stopping                 Stopping                 
385.65                   385.673                  23.4857                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
385.674                  385.691                  17.7088                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
385.691                  385.71                   18.7323                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
385.674                  385.71                   36.6579                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
385.71                   385.71                   0.001908                 TaskCoord                0                        Stopping                 Stopping                 
385.725                  385.76                   35.2315                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
385.76                   385.76                   0.001888                 TaskCoord                0                        Stopping                 Stopping                 
385.8                    385.834                  33.5435                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
385.834                  385.853                  19.7735                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
385.854                  385.873                  19.5478                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
385.834                  385.873                  39.5947                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
385.873                  385.873                  0.001833                 TaskCoord                0                        Stopping                 Stopping                 
385.875                  385.911                  36.3631                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
385.92                   385.92                   0.007537                 TaskCoord                0                        Stopping                 Stopping                 
385.95                   385.977                  27.2178                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
385.977                  385.997                  20.0291                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
385.997                  386.015                  17.8226                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
385.977                  386.015                  38.0641                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
386.015                  386.015                  0.00237                  TaskCoord                0                        Stopping                 Stopping                 
386.025                  386.061                  36.2938                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
386.08                   386.08                   0.001963                 TaskCoord                0                        Stopping                 Stopping                 
386.1                    386.121                  20.5776                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
386.121                  386.141                  20.493                   RightTorpCtrl            4                        Synchronizing            Synchronizing            
386.1                    386.141                  41.316                   MasterTorpCtrl           2                        RetractingMass           RetractingMass           
386.141                  386.169                  27.6947                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
386.169                  386.169                  0.00187                  TaskCoord                0                        Stopping                 Stopping                 
386.175                  386.212                  37.4327                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
386.24                   386.24                   0.002556                 TaskCoord                0                        Stopping                 Stopping                 
386.25                   386.27                   20.3689                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
386.27                   386.29                   19.6448                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
386.25                   386.29                   40.2263                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
386.29                   386.313                  22.3144                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
386.32                   386.32                   0.001907                 TaskCoord                0                        Stopping                 Stopping                 
386.325                  386.36                   35.2983                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
386.4                    386.425                  24.8627                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
386.425                  386.445                  20.4368                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
386.445                  386.464                  18.6544                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
386.425                  386.464                  39.3025                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
386.464                  386.464                  0.001871                 TaskCoord                0                        Stopping                 Stopping                 
386.475                  386.511                  36.3161                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
386.511                  386.511                  0.001871                 TaskCoord                0                        Stopping                 Stopping                 
386.55                   386.567                  17.4215                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
386.568                  386.586                  18.6569                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
386.55                   386.586                  36.4053                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
386.586                  386.586                  0.001871                 TaskCoord                0                        Stopping                 Stopping                 
386.587                  386.619                  32.2362                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
386.625                  386.659                  34.4903                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
386.66                   386.66                   0.002204                 TaskCoord                0                        Stopping                 Stopping                 
386.7                    386.719                  19.4611                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
386.723                  386.742                  19.6232                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
386.7                    386.742                  42.4028                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
386.742                  386.742                  0.001963                 TaskCoord                0                        Stopping                 Stopping                 
386.743                  386.777                  34.0267                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
386.777                  386.812                  35.8253                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
386.813                  386.813                  0.001981                 TaskCoord                0                        Stopping                 Stopping                 
386.85                   386.872                  22.1227                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
386.872                  386.892                  19.1823                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
386.892                  386.909                  17.6739                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
386.872                  386.909                  37.0683                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
386.909                  386.909                  0.001982                 TaskCoord                0                        Stopping                 Stopping                 
386.925                  386.963                  37.5092                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
386.963                  386.963                  0.001852                 TaskCoord                0                        Stopping                 Stopping                 
387                      387.021                  20.7007                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
387.021                  387.039                  18.6071                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
387                      387.04                   39.5334                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
387.04                   387.064                  24.1614                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
387.064                  387.064                  0.00187                  TaskCoord                0                        Stopping                 Stopping                 
387.075                  387.112                  36.9655                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
387.12                   387.12                   0.003982                 TaskCoord                0                        Stopping                 Stopping                 
387.15                   387.176                  25.7252                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
387.176                  387.195                  18.9053                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
387.195                  387.214                  19.4956                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
387.176                  387.214                  38.6111                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
387.214                  387.214                  0.001944                 TaskCoord                0                        Stopping                 Stopping                 
387.225                  387.262                  36.5142                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
387.28                   387.28                   0.002074                 TaskCoord                0                        Stopping                 Stopping                 
387.3                    387.336                  35.648                   AltitudeCntrl            1                        DeterminingAlt           Moving                   
387.336                  387.355                  18.9624                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
387.355                  387.374                  19.5269                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
387.336                  387.374                  38.757                   MasterTorpCtrl           2                        RetractingMass           RetractingMass           
387.375                  387.375                  0.001963                 TaskCoord                0                        Stopping                 Stopping                 
387.375                  387.414                  38.5341                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
387.44                   387.44                   0.002018                 TaskCoord                0                        Stopping                 Stopping                 
387.45                   387.481                  30.6753                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
387.481                  387.502                  20.8591                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
387.502                  387.52                   18.7258                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
387.481                  387.521                  39.7992                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
387.521                  387.521                  0.00187                  TaskCoord                0                        Stopping                 Stopping                 
387.525                  387.561                  35.5364                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
387.6                    387.618                  17.6056                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
387.618                  387.637                  19.6108                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
387.6                    387.637                  37.4664                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
387.638                  387.638                  0.008463                 TaskCoord                0                        Stopping                 Stopping                 
387.638                  387.671                  33.5198                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
387.675                  387.713                  37.4998                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
387.713                  387.713                  0.001704                 TaskCoord                0                        Stopping                 Stopping                 
387.75                   387.783                  33.3098                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
387.783                  387.804                  20.1877                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
387.804                  387.821                  17.6602                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
387.783                  387.821                  38.0722                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
387.822                  387.822                  0.002092                 TaskCoord                0                        Stopping                 Stopping                 
387.825                  387.856                  31.1817                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
387.856                  387.856                  0.001871                 TaskCoord                0                        Stopping                 Stopping                 
387.9                    387.927                  27.0446                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
387.927                  387.947                  19.4815                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
387.947                  387.965                  18.6167                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
387.927                  387.965                  38.3377                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
387.966                  387.966                  0.001907                 TaskCoord                0                        Stopping                 Stopping                 
387.975                  388.011                  36.4821                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
388.012                  388.012                  0.0015                   TaskCoord                0                        Stopping                 Stopping                 
388.05                   388.087                  36.9892                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
388.087                  388.105                  17.5235                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
388.105                  388.125                  20.5396                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
388.087                  388.125                  38.3287                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
388.125                  388.125                  0.002556                 TaskCoord                0                        Stopping                 Stopping                 
388.126                  388.157                  31.069                   AltitudeCntrl            1                        Moving                   DeterminingAlt           
388.16                   388.16                   0.001963                 TaskCoord                0                        Stopping                 Stopping                 
388.2                    388.234                  33.6562                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
388.234                  388.253                  18.9155                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
388.253                  388.272                  19.6702                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
388.234                  388.273                  38.8096                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
388.273                  388.273                  0.001982                 TaskCoord                0                        Stopping                 Stopping                 
388.275                  388.313                  37.6362                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
388.32                   388.32                   0.004408                 TaskCoord                0                        Stopping                 Stopping                 
388.35                   388.375                  24.5054                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
388.375                  388.395                  20.0614                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
388.395                  388.414                  19.6756                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
388.375                  388.415                  39.9571                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
388.415                  388.415                  0.001851                 TaskCoord                0                        Stopping                 Stopping                 
388.425                  388.462                  36.6364                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
388.48                   388.48                   0.002148                 TaskCoord                0                        Stopping                 Stopping                 
388.5                    388.535                  34.572                   AltitudeCntrl            1                        DeterminingAlt           Moving                   
388.535                  388.555                  19.9742                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
388.555                  388.574                  19.6805                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
388.535                  388.575                  39.8707                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
388.575                  388.575                  0.001852                 TaskCoord                0                        Stopping                 Stopping                 
388.575                  388.612                  36.5933                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
388.64                   388.64                   0.002                    TaskCoord                0                        Stopping                 Stopping                 
388.65                   388.668                  17.7782                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
388.668                  388.687                  19.5687                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
388.65                   388.688                  37.5607                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
388.688                  388.71                   22.3932                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
388.72                   388.72                   0.002                    TaskCoord                0                        Stopping                 Stopping                 
388.725                  388.763                  38.3731                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
388.8                    388.822                  22.0008                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
388.822                  388.84                   17.9521                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
388.84                   388.86                   19.5573                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
388.822                  388.86                   37.7414                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
388.86                   388.86                   0.001907                 TaskCoord                0                        Stopping                 Stopping                 
388.875                  388.913                  37.8626                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
388.913                  388.913                  0.003592                 TaskCoord                0                        Stopping                 Stopping                 
388.95                   388.97                   19.7634                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
388.97                   388.989                  19.6467                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
388.95                   388.99                   39.6288                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
388.99                   388.99                   0.001907                 TaskCoord                0                        Stopping                 Stopping                 
388.99                   389.014                  23.9283                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
389.025                  389.064                  38.7932                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
389.064                  389.064                  0.002                    TaskCoord                0                        Stopping                 Stopping                 
389.1                    389.126                  25.7714                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
389.126                  389.147                  20.977                   LeftTorpCtrl             3                        Synchronizing            Synchronizing            
389.147                  389.167                  19.6798                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
389.126                  389.167                  40.9428                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
389.167                  389.167                  0.001926                 TaskCoord                0                        Stopping                 Stopping                 
389.175                  389.212                  36.9208                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
389.212                  389.212                  0.002056                 TaskCoord                0                        Stopping                 Stopping                 
389.25                   389.271                  20.841                   LeftTorpCtrl             3                        Synchronizing            Synchronizing            
389.271                  389.289                  17.6483                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
389.25                   389.289                  38.701                   MasterTorpCtrl           2                        RetractingMass           RetractingMass           
389.289                  389.289                  0.002166                 TaskCoord                0                        Stopping                 Stopping                 
389.289                  389.317                  28.3931                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
389.325                  389.362                  36.7139                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
389.362                  389.362                  0.001889                 TaskCoord                0                        Stopping                 Stopping                 
389.4                    389.429                  29.2153                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
389.429                  389.449                  19.6231                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
389.449                  389.469                  19.5977                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
389.429                  389.469                  39.4338                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
389.469                  389.469                  0.001982                 TaskCoord                0                        Stopping                 Stopping                 
389.475                  389.513                  37.9481                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
389.52                   389.52                   0.002074                 TaskCoord                0                        Stopping                 Stopping                 
389.55                   389.569                  18.8325                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
389.569                  389.59                   20.7724                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
389.55                   389.59                   39.8216                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
389.59                   389.621                  31.2573                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
389.621                  389.621                  0.001944                 TaskCoord                0                        Stopping                 Stopping                 
389.625                  389.662                  36.9657                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
389.68                   389.68                   0.002037                 TaskCoord                0                        Stopping                 Stopping                 
389.7                    389.733                  33.071                   AltitudeCntrl            1                        DeterminingAlt           Moving                   
389.733                  389.752                  18.8112                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
389.752                  389.772                  19.6022                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
389.733                  389.772                  38.6269                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
389.772                  389.772                  0.001908                 TaskCoord                0                        Stopping                 Stopping                 
389.775                  389.812                  36.8108                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
389.84                   389.84                   0.003203                 TaskCoord                0                        Stopping                 Stopping                 
389.85                   389.877                  26.8181                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
389.877                  389.896                  18.9608                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
389.896                  389.916                  19.6267                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
389.877                  389.916                  38.8553                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
389.92                   389.92                   0.002982                 TaskCoord                0                        Stopping                 Stopping                 
389.925                  389.961                  35.8443                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
390                      390                      0.002259                 TaskCoord                0                        Stopping                 Stopping                 
390                      390.037                  36.3787                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
390.037                  390.056                  19.3155                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
390.056                  390.077                  20.6274                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
390.037                  390.077                  40.1524                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
390.077                  390.109                  32.0641                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
390.109                  390.109                  0.001834                 TaskCoord                0                        Stopping                 Stopping                 
390.15                   390.18                   30.3732                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
390.18                   390.199                  18.4569                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
390.199                  390.217                  17.6797                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
390.18                   390.217                  36.3443                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
390.217                  390.217                  0.001963                 TaskCoord                0                        Stopping                 Stopping                 
390.225                  390.262                  36.8662                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
390.262                  390.262                  0.002593                 TaskCoord                0                        Stopping                 Stopping                 
390.3                    390.325                  24.6628                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
390.325                  390.343                  18.2524                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
390.343                  390.363                  19.5629                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
390.325                  390.363                  38.0326                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
390.363                  390.363                  0.001907                 TaskCoord                0                        Stopping                 Stopping                 
390.375                  390.408                  32.8212                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
390.408                  390.408                  0.00163                  TaskCoord                0                        Stopping                 Stopping                 
390.45                   390.485                  35.2676                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
390.485                  390.505                  19.5836                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
390.505                  390.526                  20.678                   RightTorpCtrl            4                        Synchronizing            Synchronizing            
390.485                  390.526                  40.5152                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
390.526                  390.526                  0.001833                 TaskCoord                0                        Stopping                 Stopping                 
390.526                  390.563                  36.9572                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
390.563                  390.563                  0.001907                 TaskCoord                0                        Stopping                 Stopping                 
390.6                    390.628                  28.0529                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
390.628                  390.648                  19.9401                  LeftTorpCtrl             3                        Synchronizing            Synchronizing            
390.648                  390.668                  19.5828                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
390.628                  390.668                  39.7401                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
390.668                  390.668                  0.001852                 TaskCoord                0                        Stopping                 Stopping                 
390.675                  390.705                  29.9185                  AltitudeCntrl            1                        Moving                   DeterminingAlt           
390.72                   390.72                   0.002                    TaskCoord                0                        Stopping                 Stopping                 
390.75                   390.772                  21.9778                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
390.772                  390.79                   17.924                   LeftTorpCtrl             3                        Synchronizing            Synchronizing            
390.79                   390.81                   19.6896                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
390.772                  390.81                   37.8198                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
390.81                   390.81                   0.003204                 TaskCoord                0                        Stopping                 Stopping                 
390.825                  390.861                  35.991                   AltitudeCntrl            1                        Moving                   DeterminingAlt           
390.88                   390.88                   0.002074                 TaskCoord                0                        Stopping                 Stopping                 
390.9                    390.932                  31.5098                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
390.932                  390.952                  20.392                   LeftTorpCtrl             3                        Synchronizing            Synchronizing            
390.952                  390.973                  20.6405                  RightTorpCtrl            4                        Synchronizing            Synchronizing            
390.932                  390.973                  41.2392                  MasterTorpCtrl           2                        RetractingMass           RetractingMass           
390.973                  390.973                  0.003241                 TaskCoord                0                        Stopping                 Stopping                 
390.975                  391.009                  33.967                   AltitudeCntrl            1                        Moving                   DeterminingAlt           
391.04                   391.04                   0.002037                 TaskCoord                0                        Stopping                 Stopping                 
391.05                   391.075                  25.4019                  AltitudeCntrl            1                        DeterminingAlt           Moving                   
