Time(s)                  AngVel-x(rad/s)          AngVel-y(rad/s)          AngVel-z(rad/s)          Ref.AngVelX(rad/s)       Ref.AngVelY(rad/s)       Ref.AngVelZ(rad/s)       Err.AngVelX(rad/s)       Err.AngVelY(rad/s)       Err.AngVelZ(rad/s)       Rot.Angle(deg)           Prof.Angle(deg)          Prof.w(rad/s)            Prof.e(rad/s^2)          
298.081                  4.67436e-05              -0.00286321              0.00152207               0.000113079              -0.000573993             -3.33821e-05             0.00199619               0.000359955              -0.00274952              17.9223                  17.7741                  0                        0                        
298.235                  -0.000776247             -0.00339537              0.00111707               9.98121e-05              -0.000506649             -2.94656e-05             5.30686e-05              0.00235656               -0.00155153              17.8938                  17.7741                  0                        0                        
298.379                  0.00223473               -0.0024696               0.00237397               8.06025e-05              -0.00040914              -2.37947e-05             0.000856849              0.00298623               -0.00114087              17.8719                  17.7741                  0                        0                        
298.523                  -0.00406361              -0.00244125              0.0012304                6.58931e-05              -0.000334475             -1.94523e-05             -0.00216884              0.00213513               -0.00239342              17.8571                  17.7741                  0                        0                        
298.714                  -0.00353307              -2.56681e-05             0.000913691              5.59029e-05              -0.000283765             -1.65031e-05             0.00411951               0.00215749               -0.00124691              17.8627                  17.7741                  0                        0                        
298.874                  -0.00583342              -6.55212e-06             0.00108851               5.96701e-05              -0.000302887             -1.76152e-05             0.00359274               -0.000277219             -0.000931306             17.8705                  17.7741                  0                        0                        
298.986                  0.00118419               0.0014635                7.28388e-05              6.49305e-05              -0.000329589             -1.91681e-05             0.00589835               -0.000323037             -0.00110767              17.8789                  17.7741                  0                        0                        
299.178                  -0.00155208              0.000906164              0.00181287               7.06034e-05              -0.000358385             -2.08428e-05             -0.00111359              -0.00182188              -9.36816e-05             17.8919                  17.7741                  0                        0                        
299.322                  -0.00550968              1.88626e-05              0.00122961               7.93226e-05              -0.000402644             -2.34169e-05             0.0016314                -0.00130881              -0.00183629              17.8988                  17.7741                  0                        0                        
299.434                  -0.000114058             -0.00146781              0.00152962               8.39902e-05              -0.000426336             -2.47948e-05             0.00559367               -0.000445199             -0.0012544               17.889                   17.7741                  0                        0                        
299.577                  -0.00308463              -4.93101e-05             0.00240509               7.74046e-05              -0.000392908             -2.28506e-05             0.000191463              0.0010749                -0.00155247              17.8935                  17.7741                  0                        0                        
299.739                  0.00339198               -5.23312e-06             0.00110166               8.04007e-05              -0.000408116             -2.37351e-05             0.00316503               -0.000358806             -0.00242882              17.8891                  17.7741                  0                        0                        
299.881                  -0.00203212              0.00119085               0.00123244               7.74601e-05              -0.000393189             -2.2867e-05              -0.00331452              -0.000387956             -0.00112453              17.9019                  17.7741                  0                        0                        
300.025                  0.000937647              0.00357168               0.00122961               8.60877e-05              -0.000436983             -2.5414e-05              0.00211821               -0.00162784              -0.00125786              17.9307                  17.7741                  0                        0                        
300.185                  0.0014836                0.00220949               3.1571e-05               0.000105489              -0.000535466             -3.11415e-05             -0.000832157             -0.00410714              -0.00126075              17.9485                  17.7741                  0                        0                        
300.329                  0.00218802               0.00360321               -0.00116214              0.000117486              -0.000596364             -3.46832e-05             -0.00136611              -0.00280585              -6.62542e-05             17.9752                  17.7741                  0                        0                        
300.472                  0.00630026               0.00246813               -0.00120114              0.000135486              -0.000687731             -3.99969e-05             -0.00205253              -0.00429094              0.00112215               17.9873                  17.7741                  0                        0                        
300.632                  0.00242105               0.00113043               -0.00216159              0.000143584              -0.000728838             -4.23876e-05             -0.00615667              -0.00319696              0.00115876               17.9935                  17.7741                  0                        0                        
300.776                  0.00256724               0.00121795               -0.00123077              0.000147803              -0.00075025              -4.36329e-05             -0.00227325              -0.00188068              0.00211796               18.0002                  17.7741                  0                        0                        
300.968                  -0.000816155             0.000929976              -0.00271261              0.000152299              -0.000773073             -4.49602e-05             -0.00241494              -0.00199102              0.00118581               18.0104                  17.7741                  0                        0                        
301.08                   0.00452599               0.00153073               -0.00161829              0.000159197              -0.00080809              -4.69967e-05             0.000975352              -0.00173807              0.00266561               18.0158                  17.7741                  0                        0                        
301.223                  0.00589903               0.00242751               -0.00356708              0.000162816              -0.000826457             -4.80649e-05             -0.00436318              -0.00235719              0.00157022               18.0283                  17.7741                  0                        0                        
301.383                  0.00358966               0.00220607               -0.00219224              0.000171201              -0.000869019             -5.05402e-05             -0.00572783              -0.00329653              0.00351654               18.0433                  17.7741                  0                        0                        
301.527                  -0.00389816              0.00245113               -0.00358513              0.000181338              -0.000920477             -5.35329e-05             -0.00340832              -0.00312655              0.00213871               18.0668                  17.7741                  0                        0                        
301.671                  0.00451198               0.00126567               -0.00244845              0.000197151              -0.00100074              -5.8201e-05              0.00409531               -0.00345187              0.00352693               18.0711                  17.7741                  0                        0                        
301.863                  -0.000588212             -0.000862127             -0.00363635              0.000200088              -0.00101565              -5.90682e-05             -0.00431189              -0.00228132              0.00238938               18.0612                  17.7741                  0                        0                        
301.974                  0.00608979               -2.65332e-05             -0.00315003              0.000193419              -0.0009818               -5.70993e-05             0.000781631              -0.000119673             0.00357925               18.0555                  17.7741                  0                        0                        
302.134                  0.000733756              -0.00105435              -0.00221318              0.000189557              -0.000962198             -5.59593e-05             -0.00590023              -0.000935665             0.00309407               18.0445                  17.7741                  0                        0                        
302.278                  -0.000992279             -0.00120908              -7.0265e-05              0.000182129              -0.00092449              -5.37663e-05             -0.000551627             0.000129863              0.00215941               18.0356                  17.7741                  0                        0                        
302.47                   -0.00476569              -0.000911918             -8.24893e-06             0.000176176              -0.000894276             -5.20091e-05             0.00116846               0.000314808              1.82559e-05              18.0325                  17.7741                  0                        0                        
302.582                  0.00381285               -0.00152077              -1.26638e-05             0.000174041              -0.000883437             -5.13787e-05             0.00493973               2.84807e-05              -4.31298e-05             18.019                   17.7741                  0                        0                        
302.774                  -0.000886047             -2.74306e-05             0.00180483               0.000164939              -0.000837234             -4.86917e-05             -0.00364791              0.000683531              -3.60279e-05             18.0206                  17.7741                  0                        0                        
302.885                  -0.00529843              -0.0029632               0.00302355               0.000166075              -0.000843                -4.9027e-05              0.00105212               -0.000815569             -0.00185386              18.0059                  17.7741                  0                        0                        
303.029                  -0.00446745              -0.00246464              0.00360219               0.000156116              -0.000792451             -4.60872e-05             0.00545455               0.00217075               -0.00306963              17.9915                  17.7741                  0                        0                        
303.173                  0.00228512               -0.00362784              0.00360694               0.000146476              -0.000743516             -4.32412e-05             0.00461393               0.00172112               -0.00364543              17.9598                  17.7741                  0                        0                        
303.333                  -0.00721608              -0.00437626              0.00218384               0.000125108              -0.00063505              -3.69331e-05             -0.00216001              0.00299279               -0.00364387              17.9298                  17.7741                  0                        0                        
303.477                  -0.00268484              -0.00249476              0.00240696               0.000104894              -0.000532446             -3.09659e-05             0.00732097               0.00384381               -0.0022148               17.9135                  17.7741                  0                        0                        
303.669                  -0.00216641              -0.00183975              0.00271561               9.38711e-05              -0.000476492             -2.77117e-05             0.00277871               0.00201826               -0.00243467              17.8978                  17.7741                  0                        0                        
303.78                   -0.000233742             -0.000118529             0.00162924               8.33393e-05              -0.000423032             -2.46026e-05             0.00224975               0.00141672               -0.00274021              17.8982                  17.7741                  0                        0                        
303.924                  0.000518188              -1.61338e-05             0.00240287               8.3606e-05               -0.000424386             -2.46814e-05             0.000317348              -0.000305857             -0.00165393              17.8982                  17.7741                  0                        0                        
304.084                  -0.00152947              0.00106811               0.00112363               8.35976e-05              -0.000424343             -2.46789e-05             -0.00043459              -0.000408209             -0.00242755              17.9104                  17.7741                  0                        0                        
304.228                  -0.00179303              1.63939e-05              0.00238701               9.183e-05                -0.000466131             -2.71092e-05             0.0016213                -0.00153424              -0.00115074              17.9132                  17.7741                  0                        0                        
304.42                   -0.00217848              -8.5581e-06              0.00182569               9.36808e-05              -0.000475526             -2.76555e-05             0.00188671               -0.00049192              -0.00241466              17.9173                  17.7741                  0                        0                        
304.564                  -0.00318063              -5.39378e-06             0.00123033               9.64337e-05              -0.0004895               -2.84682e-05             0.00227492               -0.000480942             -0.00185416              17.9214                  17.7741                  0                        0                        
304.676                  0.00643818               -6.96224e-06             0.0015374                9.92312e-05              -0.0005037               -2.92941e-05             0.00327987               -0.000498306             -0.00125962              17.9153                  17.7741                  0                        0                        
304.867                  -0.00534548              0.000895228              0.00182292               9.50882e-05              -0.00048267              -2.8071e-05              -0.00634309              -0.000475708             -0.00156547              17.9345                  17.7741                  0                        0                        
305.027                  0.00133688               0.00215644               0.00111373               0.000108034              -0.000548382             -3.18927e-05             0.00545351               -0.00144361              -0.00185481              17.9527                  17.7741                  0                        0                        
305.139                  -0.00306601              0.00159825               7.30071e-05              0.000120295              -0.000610618             -3.55122e-05             -0.00121659              -0.00276706              -0.00114924              17.9657                  17.7741                  0                        0                        
305.283                  0.00578506               0.00240218               1.18423e-05              0.000129054              -0.000655084             -3.80982e-05             0.00319506               -0.00225333              -0.000111105             17.9783                  17.7741                  0                        0                        
305.427                  -0.000437806             0.00125127               -0.00117539              0.000137532              -0.000698116             -4.06009e-05             -0.00564752              -0.00310029              -5.24432e-05             17.9885                  17.7741                  0                        0                        
305.618                  0.00219119               0.000926126              -0.0027147               0.000144432              -0.000733139             -4.26377e-05             0.000582238              -0.00198441              0.00113275               17.9939                  17.7741                  0                        0                        
305.73                   0.00236449               7.00982e-05              -0.00308778              0.000148046              -0.000751483             -4.37046e-05             -0.00204314              -0.00167761              0.002671                 17.991                   17.7741                  0                        0                        
305.922                  0.00778269               2.21421e-05              -0.00364194              0.000146136              -0.000741792             -4.3141e-05              -0.00221835              -0.000811891             0.00304464               17.9779                  17.7741                  0                        0                        
306.066                  0.00524161               0.00239602               -0.00480521              0.000137288              -0.000696879             -4.05289e-05             -0.00764541              -0.000719021             0.00360141               17.9908                  17.7741                  0                        0                        
306.226                  0.00585805               0.00221057               -0.00328232              0.000145995              -0.000741072             -4.30991e-05             -0.00509561              -0.00313709              0.00476211               18.0028                  17.7741                  0                        0                        
306.322                  0.0028658                0.00355521               -0.00523794              0.000154048              -0.000781952             -4.54766e-05             -0.005704                -0.00299253              0.00323684               18.02                    17.7741                  0                        0                        
306.513                  0.000305951              0.00276737               -0.00362856              0.000165675              -0.00084097              -4.8909e-05              -0.00270012              -0.00439618              0.00518903               18.0485                  17.7741                  0                        0                        
306.673                  0.00373162               0.00115255               -0.00327648              0.000184825              -0.000938176             -5.45623e-05             -0.000121126             -0.00370555              0.003574                 18.0534                  17.7741                  0                        0                        
306.785                  -0.00502731              0.00154711               -0.00164798              0.000188127              -0.000954938             -5.5537e-05              -0.00354349              -0.00210749              0.00322094               18.0676                  17.7741                  0                        0                        
306.961                  -0.00118018              -0.000937087             -0.00297125              0.000197725              -0.00100366              -5.83705e-05             0.00522504               -0.00255076              0.00158961               18.0586                  17.7741                  0                        0                        
307.121                  0.000334475              -7.74424e-06             -0.0011254               0.000191645              -0.000972795             -5.65756e-05             0.00137182               -3.57082e-05             0.00291468               18.058                   17.7741                  0                        0                        
307.264                  -0.0023064               -0.0011814               -4.02808e-05             0.000191241              -0.000970742             -5.64562e-05             -0.000143234             -0.000962998             0.00106895               18.0506                  17.7741                  0                        0                        
307.377                  -0.00339073              -0.00154627              0.00144976               0.00018625               -0.000945412             -5.4983e-05              0.00249265               0.000235989              -1.47023e-05             18.0437                  17.7741                  0                        0                        
307.536                  0.00202439               -3.65913e-05             0.00110022               0.000181627              -0.000921942             -5.36181e-05             0.00357235               0.000624325              -0.00150338              18.0414                  17.7741                  0                        0                        
307.68                   -0.0012699               -0.00120051              0.00238114               0.000180059              -0.000913983             -5.31552e-05             -0.00184433              -0.000877392             -0.00115337              18.0333                  17.7741                  0                        0                        
307.872                  -0.00143922              -0.000940228             0.00362162               0.000174618              -0.000886367             -5.15491e-05             0.00144452               0.000314144              -0.00243268              18.0263                  17.7741                  0                        0                        
307.984                  0.00153268               -0.00301285              0.00312851               0.0001699                -0.000862419             -5.01563e-05             0.00160912               7.78092e-05              -0.00367177              18.0055                  17.7741                  0                        0                        
308.127                  -0.0027636               -0.00366088              0.00478172               0.000155881              -0.000791256             -4.60177e-05             -0.0013768               0.00222159               -0.00317453              17.9799                  17.7741                  0                        0                        
308.271                  0.000884839              -0.00366547              0.00364221               0.00013862               -0.00070364              -4.09221e-05             0.00290222               0.00295724               -0.00482264              17.9499                  17.7741                  0                        0                        
308.463                  -0.00395884              -0.00366777              0.00361538               0.000118407              -0.000601035             -3.49549e-05             -0.000766433             0.00306444               -0.00367716              17.9173                  17.7741                  0                        0                        
308.575                  -0.00290634              -0.00316215              0.00166357               9.64548e-05              -0.000489607             -2.84745e-05             0.00405529               0.00317816               -0.00364385              17.9003                  17.7741                  0                        0                        
308.735                  -0.00192964              -0.00114027              0.00216325               8.49889e-05              -0.000431406             -2.50896e-05             0.00299133               0.00273074               -0.00168866              17.8934                  17.7741                  0                        0                        
308.879                  -0.00578404              -3.76603e-05             0.0012404                8.03653e-05              -0.000407936             -2.37247e-05             0.00201001               0.000732332              -0.00218698              17.9005                  17.7741                  0                        0                        
309.07                   -0.00288327              -4.9071e-06              0.000913858              8.51381e-05              -0.000432163             -2.51336e-05             0.00586917               -0.000394503             -0.00126553              17.9053                  17.7741                  0                        0                        
309.182                  -0.00427556              -6.99104e-06             0.00151926               8.8357e-05               -0.000448502             -2.60839e-05             0.00297163               -0.000443595             -0.000939942             17.9096                  17.7741                  0                        0                        
309.326                  -0.0026528               -0.00118505              0.00121586               9.1292e-05               -0.000463401             -2.69503e-05             0.00436686               -0.000456409             -0.00154621              17.9032                  17.7741                  0                        0                        
309.486                  0.000914587              -2.58316e-05             0.00109623               8.6964e-05               -0.000441432             -2.56727e-05             0.00273977               0.000743621              -0.00124154              17.9022                  17.7741                  0                        0                        
309.662                  0.00236099               -0.00098554              0.000989968              8.63249e-05              -0.000438188             -2.5484e-05              -0.000828262             -0.000412356             -0.00112172              17.8893                  17.7741                  0                        0                        
309.774                  0.0012997                0.00139771               0.00152906               7.75724e-05              -0.00039376              -2.29002e-05             -0.00228342              0.000591781              -0.00101287              17.8984                  17.7741                  0                        0                        
309.933                  -0.00264953              0.00216738               0.00111066               8.3711e-05               -0.000424919             -2.47124e-05             -0.00121599              -0.00182263              -0.00155377              17.9221                  17.7741                  0                        0                        
310.125                  0.00462446               0.00272473               2.16387e-05              9.96999e-05              -0.000506079             -2.94325e-05             0.00274923               -0.00267346              -0.00114009              17.9444                  17.7741                  0                        0                        
310.237                  -0.000953242             0.00310216               -0.00144946              0.000114716              -0.000582301             -3.38653e-05             -0.00450975              -0.00330703              -5.5504e-05              17.965                   17.7741                  0                        0                        
310.381                  0.00069641               0.0036276                -2.1211e-05              0.000128599              -0.000652774             -3.79639e-05             0.00108184               -0.00375493              0.0014115                17.9938                  17.7741                  0                        0                        
310.525                  0.00392456               0.00247122               -0.00234878              0.000148007              -0.000751287             -4.36932e-05             -0.000548403             -0.00437889              -2.24822e-05             18.0083                  17.7741                  0                        0                        
310.685                  -0.00228229              0.001129                 -0.00218183              0.00015773               -0.000800644             -4.65637e-05             -0.00376683              -0.00327186              0.00230222               18.0205                  17.7741                  0                        0                        
310.829                  0.00133128               0.00122813               -0.00358863              0.000166                 -0.000842618             -4.90048e-05             0.00244829               -0.00197162              0.00213283               18.0278                  17.7741                  0                        0                        
310.988                  0.00515567               0.00218643               -0.00326989              0.000170887              -0.000867428             -5.04477e-05             -0.00116039              -0.00209556              0.00353818               18.0401                  17.7741                  0                        0                        
311.132                  0.00355141               0.0024442                -0.00361549              0.000179156              -0.000909399             -5.28886e-05             -0.00497651              -0.00309583              0.003217                 18.0551                  17.7741                  0                        0                        
311.276                  0.00435368               0.00245471               -0.00362576              0.000189276              -0.000960771             -5.58763e-05             -0.00336214              -0.00340497              0.00355962               18.0693                  17.7741                  0                        0                        
311.436                  0.00349375               0.00221354               -0.00432162              0.000198842              -0.00100933              -5.87003e-05             -0.00415484              -0.00346403              0.00356705               18.0839                  17.7741                  0                        0                        
311.612                  0.00391447               0.00301092               -0.0039627               0.000208702              -0.00105938              -6.16111e-05             -0.00328505              -0.00327292              0.00426001               18.1077                  17.7741                  0                        0                        
311.723                  0.00616814               0.00019417               -0.00170419              0                        2.61256e-05              0                        -0.00391447              -0.00298479              0.0039627                18.1024                  18.1077                  2.60577e-05              0.002                    
311.883                  -0.000748327             2.35463e-05              -0.0021785               0                        0.000354427              0                        -0.00616814              0.000160257              0.00170419               18.103                   18.1105                  0.000326059              0.002                    
312.027                  0.000151571              -0.00116775              -0.00124867              0                        0.000671104              0                        0.000748327              0.000647557              0.0021785                18.0927                  18.1159                  0.000626065              0.002                    
312.219                  -0.00279329              -0.00180673              -0.000929171             0                        0.0010348                0                        -0.000151571             0.00220256               0.00124867               18.0766                  18.1239                  0.00092606               0.002                    
312.379                  -0.00309632              -0.00111425              0.00104664               0                        0.00142788               0                        0.00279329               0.00323461               0.000929171              18.0705                  18.1344                  0.00122606               0.002                    
312.523                  0.00106739               -0.00121912              0.00119759               0                        0.00180485               0                        0.00309632               0.0029191                -0.00104664              18.0595                  18.148                   0.00153441               0.002                    
312.634                  -0.000759121             -0.00155276              0.00152683               0                        0.00218806               0                        -0.00106739              0.00340718               -0.00119759              18.0505                  18.1632                  0.00182606               0.002                    
312.778                  -0.00471021              -0.00123962              0.00238985               0                        0.00258324               0                        0.000759121              0.004136                 -0.00152683              18.0462                  18.1815                  0.00212606               0.002                    
312.97                   -0.00415763              -0.00274023              0.00271022               0                        0.00297115               0                        0.00471021               0.00421077               -0.00238985              18.0232                  18.2023                  0.00242606               0.002                    
313.082                  0.00355967               -0.00310264              0.0016055                0                        0.00343326               0                        0.00415763               0.00617349               -0.00271022              18.0001                  18.2258                  0.00272606               0.002                    
313.226                  -0.00776918              -0.00247255              0.00357461               0                        0.00390447               0                        -0.00355967              0.00700711               -0.0016055               17.99                    18.2518                  0.00302606               0.002                    
313.418                  0.00203241               -0.00274123              0.00271569               0                        0.00433949               0                        0.00776918               0.00681204               -0.00357461              17.958                   18.2804                  0.00332606               0.002                    
313.53                   -0.00424558              -0.00164181              0.00162179               0                        0.00486021               0                        -0.00203241              0.00760144               -0.00271569              17.9524                  18.3115                  0.00362607               0.002                    
313.721                  0.00206104               -3.00615e-05             0.00271952               0                        0.00529735               0                        0.00424558               0.00693915               -0.00162179              17.9501                  18.3453                  0.00392606               0.002                    
313.833                  -0.00425056              0.00145599               0.0016396                0                        0.00573219               0                        -0.00206104              0.00576225               -0.00271952              17.9644                  18.3816                  0.00422606               0.002                    
313.977                  -0.000541097             0.00120514               0.00241081               0                        0.00611804               0                        0.00425056               0.00466204               -0.0016396               17.9755                  18.4205                  0.00452606               0.002                    
314.121                  -0.0046287               0.0023909                0.00126071               0                        0.00652432               0                        0.000541097              0.00531918               -0.00241081              18.001                   18.462                   0.00482606               0.002                    
314.313                  -0.00124433              0.00181515               0.00182427               0                        0.00688887               0                        0.0046287                0.00449796               -0.00126071              18.0234                  18.506                   0.00512606               0.002                    
314.424                  0.000246676              0.00303689               0.00159186               0                        0.00727366               0                        0.00124433               0.00545851               -0.00182427              18.0432                  18.5527                  0.00542606               0.002                    
314.585                  -0.00488904              0.00219069               0.0011089                0                        0.00767626               0                        -0.000246676             0.00463938               -0.00159186              18.0698                  18.6019                  0.00572607               0.002                    
314.776                  0.00149684               0.00362319               0.00183122               0                        0.00806475               0                        0.00488904               0.00587406               -0.0011089               18.1077                  18.6537                  0.00602649               0.002                    
314.888                  -0.00442938              0.00461606               0.00159685               0                        0.00842747               0                        -0.00149684              0.00480428               -0.00183122              18.1421                  18.7087                  0.00632953               0.002                    
315.032                  -0.000901464             0.00719532               7.0137e-05               0                        0.00881178               0                        0.00442938               0.00419572               -0.00159685              18.2024                  18.7663                  0.00663287               0.002                    
315.176                  0.00770835               0.00609711               2.7841e-05               0                        0.00909759               0                        0.000901464              0.00190227               -7.0137e-05              18.2426                  18.8245                  0.00692607               0.002                    
315.336                  0.000728471              0.00762539               3.81971e-05              0                        0.00947414               0                        -0.00770835              0.00337703               -2.7841e-05              18.3111                  18.8866                  0.00722606               0.002                    
315.527                  0.000320739              0.00729127               -0.00176794              0                        0.00976081               0                        -0.000728471             0.00213543               -3.81971e-05             18.3891                  18.9513                  0.00752606               0.002                    
315.639                  0.00887327               0.00631623               -0.00154038              0                        0.0100335                0                        -0.000320739             0.00274226               0.00176794               18.4201                  19.0198                  0.00783164               0.002                    
315.783                  0.00529432               0.00726513               -0.00353104              0                        0.0104748                0                        -0.00887327              0.00415857               0.00154038               18.4728                  19.0905                  0.00813469               0.002                    
315.927                  0.00172612               0.00850167               -0.00358541              0                        0.0108276                0                        -0.00529432              0.00356249               0.00353104               18.5395                  19.1608                  0.00842606               0.002                    
316.119                  0.00156311               0.0100298                -0.00446841              0                        0.0111567                0                        -0.00172612              0.00265502               0.00358541               18.6448                  19.2358                  0.00872606               0.002                    
316.23                   0.00647088               0.00649506               -0.00315654              0                        0.0113597                0                        -0.00156311              0.00132991               0.00446841               18.6785                  19.3134                  0.00902606               0.002                    
316.422                  0.00227375               0.0127204                -0.00532715              0                        0.0118221                0                        -0.00647088              0.00532706               0.00315654               18.8128                  19.3935                  0.00932606               0.002                    
316.566                  -0.00126546              0.00982712               -0.00360675              0                        0.0119419                0                        -0.00227375              -0.000778484             0.00532715               18.8929                  19.4763                  0.00962606               0.002                    
316.678                  0.00407649               0.0108909                -0.00598288              0                        0.0122602                0                        0.00126546               0.00243304               0.00360675               18.9581                  19.5616                  0.00992607               0.002                    
316.822                  6.30736e-05              0.00978528               -0.00479959              0                        0.0126393                0                        -0.00407649              0.00174838               0.00598288               19.0369                  19.6494                  0.0102261                0.002                    
316.982                  0.00310158               0.00770155               -0.00216054              0                        0.0129802                0                        -6.30736e-05             0.00319491               0.00479959               19.1026                  19.7399                  0.0105261                0.002                    
317.125                  -0.00166047              0.00849808               -0.00234199              0                        0.0133755                0                        -0.00310158              0.00567392               0.00216054               19.1735                  19.833                   0.0108261                0.002                    
317.317                  -0.000133654             0.00728625               4.82655e-05              0                        0.0137617                0                        0.00166047               0.00526357               0.00234199               19.2531                  19.9286                  0.0111261                0.002                    
