Time (s)                 HomePos (deg)            StartingPos (deg)        RefPos (deg)             TorpPos (deg)            RefVel (rpm)             TorpVel (rpm)            MotorPos (deg)           MotorVel (rpm)           PositionErr (deg)        DesVelCmd (rpm)          
228.796                  249.975                  298.475                  2687.07                  2689.2                   12                       11.9748                  83604.6                  373                      -2.13335                 11.9631                  
228.963                  249.975                  298.475                  2698.57                  2700.45                  12                       11.9695                  83962.1                  372                      -1.88208                 11.9771                  
229.069                  249.975                  298.475                  2706.71                  2708.55                  12                       11.9368                  84216.8                  371                      -1.84369                 11.9792                  
229.243                  249.975                  298.475                  2719.26                  2720.93                  12                       11.8726                  84603.3                  374                      -1.66698                 11.989                   
229.404                  249.975                  298.475                  2730.76                  2732.18                  12                       11.8475                  84962.6                  373                      -1.41791                 12.0029                  
229.546                  249.975                  298.475                  2741.14                  2742.3                   12                       11.7913                  85284.8                  372                      -1.1621                  12.0171                  
229.708                  249.975                  298.475                  2752.62                  2754                     12                       11.8888                  85644.3                  374                      -1.37769                 12.0051                  
229.853                  249.975                  298.475                  2763.01                  2764.12                  12                       11.8383                  85968.3                  374                      -1.11019                 12.02                    
229.969                  249.975                  298.475                  2771.51                  2772.45                  12                       11.8251                  86228.3                  374                      -0.943629                12.0292                  
230.119                  249.975                  298.475                  2782.31                  2783.03                  12                       11.8271                  86566.3                  376                      -0.718687                12.0417                  
230.299                  249.975                  298.475                  2795.21                  2796.07                  12                       11.9142                  86970.9                  372                      -0.868918                12.0334                  
230.44                   249.975                  298.475                  2805.55                  2805.97                  12                       11.7657                  87290                    376                      -0.422977                12.0582                  
230.6                    249.975                  298.475                  2817.11                  2817.45                  12                       11.8106                  87651                    376                      -0.341987                12.0627                  
230.746                  249.975                  298.475                  2827.43                  2828.03                  12                       11.9161                  87975.5                  374                      -0.593222                12.0487                  
230.907                  249.975                  298.475                  2838.94                  2839.72                  12                       12.0064                  88336.2                  374                      -0.786607                12.038                   
231.049                  249.975                  298.475                  2849.3                   2849.85                  12                       11.9248                  88656.5                  374                      -0.554783                12.0508                  
231.193                  249.975                  298.475                  2859.65                  2860.42                  12                       12.0784                  88980.3                  375                      -0.771344                12.0388                  
231.354                  249.975                  298.475                  2871.14                  2872.12                  12                       12.1395                  89341.3                  374                      -0.983233                12.027                   
231.498                  249.975                  298.475                  2881.51                  2882.48                  12                       12.0775                  89664.8                  373                      -0.967722                12.0279                  
231.642                  249.975                  298.475                  2891.89                  2893.05                  12                       12.0823                  89988.6                  377                      -1.16308                 12.017                   
231.806                  249.975                  298.475                  2903.77                  2904.98                  12                       12.1439                  90358.1                  374                      -1.20191                 12.0149                  
231.919                  249.975                  298.475                  2911.91                  2913.3                   12                       12.1503                  90609.3                  374                      -1.39364                 12.0042                  
232.103                  249.975                  298.475                  2925.22                  2926.8                   12                       12.1402                  91026.9                  372                      -1.5835                  11.9937                  
232.22                   249.975                  298.475                  2933.51                  2935.12                  12                       12.154                   91283.2                  373                      -1.61864                 11.9917                  
232.409                  249.975                  298.475                  2947.1                   2949.07                  12                       12.1723                  91704.6                  373                      -1.9779                  11.9718                  
232.551                  249.975                  298.475                  2957.49                  2959.43                  12                       12.1537                  92026.9                  372                      -1.93133                 11.9744                  
232.697                  249.975                  298.475                  2967.81                  2970                     12                       12.1576                  92349                    371                      -2.19118                 11.9599                  
232.855                  249.975                  298.475                  2979.31                  2981.47                  12                       12.117                   92702.6                  373                      -2.16086                 11.9616                  
232.97                   249.975                  298.475                  2987.51                  2989.8                   12                       12.1457                  92958                    373                      -2.29362                 11.9542                  
233.142                  249.975                  298.475                  3000.04                  3002.18                  12                       12.052                   93347.1                  372                      -2.13542                 11.963                   
233.304                  249.975                  298.475                  3011.53                  3013.87                  12                       12.1073                  93705.1                  372                      -2.34869                 11.9512                  
233.447                  249.975                  298.475                  3021.88                  3024                     12                       11.9934                  94022.9                  371                      -2.11819                 11.964                   
233.589                  249.975                  298.475                  3032.24                  3034.12                  12                       11.9447                  94344.6                  372                      -1.88022                 11.9772                  
233.751                  249.975                  298.475                  3043.77                  3045.83                  12                       11.9418                  94703.2                  371                      -2.05338                 11.9676                  
233.896                  249.975                  298.475                  3054.11                  3056.18                  12                       11.9739                  95025.1                  374                      -2.06108                 11.9671                  
234.052                  249.975                  298.475                  3065.62                  3067.2                   12                       11.829                   95378.6                  371                      -1.58009                 11.9939                  
234.17                   249.975                  298.475                  3073.91                  3075.75                  12                       11.9588                  95637.7                  370                      -1.84369                 11.9792                  
234.343                  249.975                  298.475                  3086.34                  3087.9                   12                       11.9587                  96024.7                  374                      -1.55785                 11.9951                  
234.501                  249.975                  298.475                  3097.86                  3099.15                  12                       11.8664                  96383.7                  373                      -1.28776                 12.0101                  
234.645                  249.975                  298.475                  3108.19                  3109.28                  12                       11.8167                  96701.7                  374                      -1.08172                 12.0216                  
234.769                  249.975                  298.475                  3117.11                  3118.28                  12                       11.9405                  96981.3                  374                      -1.16862                 12.0167                  
234.95                   249.975                  298.475                  3130.06                  3131.1                   12                       11.8395                  97386.3                  373                      -1.03597                 12.0241                  
235.094                  249.975                  298.475                  3140.41                  3141.23                  12                       11.8435                  97709.1                  374                      -0.815248                12.0364                  
235.253                  249.975                  298.475                  3151.92                  3152.7                   12                       11.8919                  98064.8                  373                      -0.777372                12.0385                  
235.395                  249.975                  298.475                  3162.27                  3162.82                  12                       11.8875                  98389.5                  375                      -0.552103                12.051                   
235.557                  249.975                  298.475                  3173.78                  3174.53                  12                       11.9047                  98749.7                  375                      -0.747005                12.0402                  
235.701                  249.975                  298.475                  3184.14                  3184.88                  12                       11.9275                  99074                    375                      -0.739144                12.0406                  
235.846                  249.975                  298.475                  3194.52                  3195.22                  12                       11.97                    99397.3                  374                      -0.701477                12.0427                  
235.97                   249.975                  298.475                  3203.51                  3204.22                  12                       11.9825                  99677.1                  376                      -0.7187                  12.0417                  
236.122                  249.975                  298.475                  3214.31                  3215.25                  12                       12.0847                  100015                   373                      -0.943697                12.0292                  
236.291                  249.975                  298.475                  3226.8                   3227.4                   12                       11.9789                  100401                   373                      -0.604164                12.0481                  
236.454                  249.975                  298.475                  3238.26                  3239.32                  12                       12.0779                  100763                   374                      -1.06835                 12.0223                  
236.596                  249.975                  298.475                  3248.59                  3249.68                  12                       12.0901                  101084                   375                      -1.08346                 12.0215                  
236.756                  249.975                  298.475                  3260.11                  3261.37                  12                       12.1234                  101443                   376                      -1.26543                 12.0113                  
236.871                  249.975                  298.475                  3268.31                  3269.7                   12                       12.1109                  101701                   375                      -1.39366                 12.0042                  
237.019                  249.975                  298.475                  3279.11                  3280.27                  12                       12.1262                  102032                   372                      -1.16865                 12.0167                  
237.203                  249.975                  298.475                  3292.31                  3294                     12                       12.1244                  102445                   374                      -1.6938                  11.9876                  
237.348                  249.975                  298.475                  3302.67                  3304.58                  12                       12.1701                  102769                   374                      -1.90599                 11.9758                  
237.504                  249.975                  298.475                  3314.17                  3315.83                  12                       12.0789                  103122                   372                      -1.65054                 11.99                    
237.651                  249.975                  298.475                  3324.53                  3326.62                  12                       12.1455                  103446                   373                      -2.09973                 11.965                   
237.795                  249.975                  298.475                  3334.88                  3337.2                   12                       12.2463                  103769                   372                      -2.31916                 11.9528                  
237.953                  249.975                  298.475                  3346.38                  3348.68                  12                       12.1459                  104123                   372                      -2.2954                  11.9541                  
238.098                  249.975                  298.475                  3356.76                  3359.02                  12                       12.0903                  104444                   371                      -2.26755                 11.9557                  
238.218                  249.975                  298.475                  3365.51                  3367.57                  12                       12.0891                  104717                   373                      -2.06865                 11.9667                  
238.37                   249.975                  298.475                  3376.31                  3378.6                   12                       12.0349                  105053                   371                      -2.29363                 11.9542                  
238.545                  249.975                  298.475                  3388.96                  3391.2                   12                       11.9744                  105443                   372                      -2.24303                 11.957                   
238.703                  249.975                  298.475                  3400.46                  3402.45                  12                       11.9268                  105800                   372                      -1.99077                 11.9711                  
238.819                  249.975                  298.475                  3408.71                  3410.78                  12                       11.9559                  106055                   369                      -2.06869                 11.9667                  
238.993                  249.975                  298.475                  3421.19                  3423.15                  12                       11.9897                  106445                   373                      -1.96085                 11.9727                  
239.152                  249.975                  298.475                  3432.69                  3434.4                   12                       11.8883                  106799                   371                      -1.71481                 11.9864                  
239.27                   249.975                  298.475                  3441.11                  3442.72                  12                       11.8706                  107063                   372                      -1.61864                 11.9917                  
239.418                  249.975                  298.475                  3451.91                  3453.3                   12                       11.8732                  107394                   369                      -1.39368                 12.0042                  
239.601                  249.975                  298.475                  3464.92                  3466.13                  12                       11.816                   107803                   375                      -1.20691                 12.0146                  
239.719                  249.975                  298.475                  3473.51                  3474.68                  12                       11.8261                  108069                   374                      -1.16863                 12.0167                  
239.903                  249.975                  298.475                  3486.77                  3487.72                  12                       11.8394                  108481                   373                      -0.958501                12.0284                  
240.048                  249.975                  298.475                  3497.12                  3498.07                  12                       11.866                   108806                   373                      -0.954751                12.0286                  
240.19                   249.975                  298.475                  3507.47                  3508.2                   12                       11.863                   109129                   371                      -0.726438                12.0413                  
240.35                   249.975                  298.475                  3518.99                  3519.68                  12                       11.8898                  109485                   376                      -0.689574                12.0433                  
240.469                  249.975                  298.475                  3527.51                  3528.22                  12                       11.9087                  109751                   374                      -0.718663                12.0417                  
240.656                  249.975                  298.475                  3540.85                  3541.5                   12                       11.9348                  110169                   375                      -0.652617                12.0454                  
240.799                  249.975                  298.475                  3551.2                   3551.85                  12                       11.9345                  110493                   374                      -0.647444                12.0457                  
240.942                  249.975                  298.475                  3561.55                  3562.2                   12                       11.9871                  110814                   374                      -0.645758                12.0458                  
241.1                    249.975                  298.475                  3573.07                  3573.68                  12                       11.9864                  111175                   374                      -0.60571                 12.048                   
241.246                  249.975                  298.475                  3583.44                  3584.25                  12                       12.026                   111500                   376                      -0.81253                 12.0365                  
241.407                  249.975                  298.475                  3594.94                  3595.95                  12                       12.08                    111860                   374                      -1.01391                 12.0253                  
241.55                   249.975                  298.475                  3605.28                  3606.3                   12                       12.0815                  112179                   375                      -1.01519                 12.0253                  
241.692                  249.975                  298.475                  3615.66                  3616.65                  12                       12.0754                  112504                   375                      -0.987101                12.0268                  
241.854                  249.975                  298.475                  3627.16                  3628.35                  12                       12.1268                  112863                   374                      -1.19363                 12.0153                  
241.97                   249.975                  298.475                  3635.51                  3637.12                  12                       12.2011                  113124                   375                      -1.61867                 11.9917                  
242.121                  249.975                  298.475                  3646.31                  3647.92                  12                       12.1591                  113461                   373                      -1.61869                 11.9917                  
242.299                  249.975                  298.475                  3659.39                  3660.98                  12                       12.1517                  113863                   372                      -1.58015                 11.9939                  
242.445                  249.975                  298.475                  3669.75                  3671.55                  12                       12.2094                  114187                   373                      -1.80068                 11.9816                  
242.57                   249.975                  298.475                  3678.71                  3680.78                  12                       12.2381                  114465                   374                      -2.06869                 11.9667                  
242.75                   249.975                  298.475                  3691.62                  3693.82                  12                       12.1406                  114868                   372                      -2.20207                 11.9593                  
242.892                  249.975                  298.475                  3701.96                  3704.17                  12                       12.1427                  115185                   374                      -2.21091                 11.9588                  
243.052                  249.975                  298.475                  3713.46                  3715.88                  12                       12.1917                  115543                   374                      -2.41203                 11.9476                  
243.171                  249.975                  298.475                  3721.91                  3724.2                   12                       12.107                   115808                   373                      -2.29369                 11.9542                  
243.317                  249.975                  298.475                  3732.71                  3734.78                  12                       11.9852                  116139                   371                      -2.06868                 11.9667                  
243.501                  249.975                  298.475                  3745.74                  3748.05                  12                       12.0057                  116546                   372                      -2.31458                 11.9531                  
243.644                  249.975                  298.475                  3756.06                  3758.18                  12                       11.957                   116863                   372                      -2.11378                 11.9642                  
243.802                  249.975                  298.475                  3767.56                  3769.43                  12                       11.8626                  117221                   372                      -1.86263                 11.9782                  
243.948                  249.975                  298.475                  3777.91                  3779.78                  12                       11.896                   117544                   371                      -1.86186                 11.9782                  
244.071                  249.975                  298.475                  3786.71                  3788.55                  12                       11.9411                  117818                   374                      -1.84362                 11.9792                  
244.249                  249.975                  298.475                  3799.77                  3801.37                  12                       11.852                   118222                   373                      -1.60513                 11.9925                  
244.369                  249.975                  298.475                  3808.31                  3809.93                  12                       11.9024                  118487                   373                      -1.61869                 11.9917                  
244.556                  249.975                  298.475                  3821.66                  3822.97                  12                       11.9009                  118903                   375                      -1.3186                  12.0084                  
244.7                    249.975                  298.475                  3832                     3833.33                  12                       11.9019                  119227                   373                      -1.32207                 12.0082                  
244.842                  249.975                  298.475                  3842.38                  3843.45                  12                       11.8483                  119545                   372                      -1.06866                 12.0223                  
245.002                  249.975                  298.475                  3853.86                  3854.93                  12                       11.8908                  119905                   374                      -1.06265                 12.0226                  
245.147                  249.975                  298.475                  3864.22                  3865.05                  12                       11.8332                  120229                   375                      -0.830399                12.0355                  
245.305                  249.975                  298.475                  3875.74                  3876.3                   12                       11.8298                  120588                   376                      -0.55505                 12.0508                  
245.449                  249.975                  298.475                  3886.09                  3886.88                  12                       11.8825                  120909                   374                      -0.78562                 12.038                   
245.592                  249.975                  298.475                  3896.44                  3897                     12                       11.888                   121233                   374                      -0.556596                12.0507                  
245.754                  249.975                  298.475                  3907.96                  3908.7                   12                       11.9274                  121594                   376                      -0.739685                12.0406                  
245.897                  249.975                  298.475                  3918.29                  3919.05                  12                       11.9857                  121914                   374                      -0.758931                12.0395                  
246.041                  249.975                  298.475                  3928.75                  3929.4                   12                       12.0169                  122242                   372                      -0.645037                12.0458                  
246.201                  249.975                  298.475                  3940.15                  3940.88                  12                       11.9792                  122598                   376                      -0.720334                12.0416                  
246.32                   249.975                  298.475                  3948.71                  3949.65                  12                       12.095                   122865                   375                      -0.943637                12.0292                  
246.502                  249.975                  298.475                  3962.02                  3962.92                  12                       12.0457                  123278                   374                      -0.901964                12.0315                  
246.648                  249.975                  298.475                  3972.39                  3973.5                   12                       12.0892                  123602                   373                      -1.11057                 12.02                    
246.792                  249.975                  298.475                  3982.75                  3984.07                  12                       12.1565                  123926                   374                      -1.32452                 12.0081                  
246.951                  249.975                  298.475                  3994.24                  3995.55                  12                       12.1445                  124285                   373                      -1.30625                 12.0091                  
247.097                  249.975                  298.475                  4004.62                  4006.13                  12                       12.126                   124608                   374                      -1.50141                 11.9982                  
247.255                  249.975                  298.475                  4016.11                  4017.82                  12                       12.1824                  124963                   374                      -1.71821                 11.9862                  
247.4                    249.975                  298.475                  4026.48                  4028.4                   12                       12.1819                  125286                   373                      -1.91901                 11.975                   
247.542                  249.975                  298.475                  4036.83                  4038.75                  12                       12.14                    125608                   372                      -1.91656                 11.9752                  
247.702                  249.975                  298.475                  4048.33                  4050.22                  12                       12.132                   125961                   371                      -1.89645                 11.9763                  
247.847                  249.975                  298.475                  4058.68                  4060.8                   12                       12.1406                  126283                   374                      -2.12363                 11.9637                  
248.006                  249.975                  298.475                  4070.2                   4072.28                  12                       12.0858                  126641                   371                      -2.07791                 11.9662                  
248.152                  249.975                  298.475                  4080.61                  4082.85                  12                       12.0768                  126963                   372                      -2.24485                 11.9569                  
248.297                  249.975                  298.475                  4090.93                  4093.2                   12                       12.081                   127286                   370                      -2.27471                 11.9553                  
248.452                  249.975                  298.475                  4102.43                  4104.45                  12                       12.0349                  127639                   372                      -2.0191                  11.9695                  
248.571                  249.975                  298.475                  4110.71                  4113                     12                       12.0614                  127899                   373                      -2.2937                  11.9542                  
248.759                  249.975                  298.475                  4124.31                  4126.5                   12                       12.0537                  128319                   374                      -2.19428                 11.9597                  
248.868                  249.975                  298.475                  4132.31                  4134.15                  12                       11.9101                  128566                   374                      -1.84364                 11.9792                  
249.045                  249.975                  298.475                  4145.01                  4146.75                  12                       11.8869                  128960                   374                      -1.74033                 11.985                   
249.21                   249.975                  298.475                  4156.5                   4158.45                  12                       11.9793                  129319                   373                      -1.94556                 11.9736                  
249.352                  249.975                  298.475                  4167                     4168.57                  12                       11.8165                  129646                   372                      -1.57837                 11.994                   
249.471                  249.975                  298.475                  4175.51                  4176.9                   12                       11.7736                  129910                   373                      -1.39364                 12.0042                  
249.658                  249.975                  298.475                  4188.89                  4190.18                  12                       11.8574                  130329                   374                      -1.28388                 12.0103                  
249.768                  249.975                  298.475                  4197.11                  4198.05                  12                       11.7885                  130581                   374                      -0.943623                12.0292                  
249.92                   249.975                  298.475                  4207.91                  4208.85                  12                       11.7462                  130918                   374                      -0.943648                12.0292                  
250.071                  249.975                  298.475                  4218.71                  4219.65                  12                       11.8302                  131256                   373                      -0.943698                12.0292                  
250.243                  249.975                  298.475                  4231.32                  4232.02                  12                       11.8457                  131646                   374                      -0.708231                12.0423                  
250.405                  249.975                  298.475                  4242.82                  4243.5                   12                       11.8609                  132008                   375                      -0.678906                12.0439                  
250.519                  249.975                  298.475                  4251.11                  4251.82                  12                       11.9606                  132265                   374                      -0.718678                12.0417                  
250.668                  249.975                  298.475                  4261.91                  4262.4                   12                       11.9109                  132602                   372                      -0.493678                12.0542                  
250.82                   249.975                  298.475                  4272.71                  4273.43                  12                       11.9603                  132941                   376                      -0.718665                12.0417                  
250.996                  249.975                  298.475                  4285.38                  4286.03                  12                       11.9913                  133337                   373                      -0.648382                12.0456                  
251.163                  249.975                  298.475                  4297.43                  4298.18                  12                       12.0165                  133710                   374                      -0.740404                12.0405                  
251.269                  249.975                  298.475                  4305.11                  4305.82                  12                       11.9984                  133951                   375                      -0.718687                12.0417                  
251.442                  249.975                  298.475                  4317.6                   4318.43                  12                       12.0691                  134341                   372                      -0.825082                12.0358                  
251.602                  249.975                  298.475                  4329.1                   4330.12                  12                       12.0609                  134697                   376                      -1.02758                 12.0246                  
251.719                  249.975                  298.475                  4337.51                  4338.68                  12                       12.1148                  134964                   375                      -1.16865                 12.0167                  
251.905                  249.975                  298.475                  4350.97                  4352.18                  12                       12.0982                  135382                   374                      -1.20809                 12.0145                  
252.019                  249.975                  298.475                  4359.11                  4360.5                   12                       12.1679                  135634                   374                      -1.39367                 12.0042                  
252.194                  249.975                  298.475                  4371.68                  4373.32                  12                       12.1951                  136024                   373                      -1.64301                 11.9904                  
252.354                  249.975                  298.475                  4383.19                  4385.02                  12                       12.1924                  136382                   371                      -1.83282                 11.9798                  
252.498                  249.975                  298.475                  4393.55                  4395.6                   12                       12.2036                  136706                   374                      -2.05338                 11.9676                  
252.643                  249.975                  298.475                  4403.89                  4406.18                  12                       12.2545                  137028                   373                      -2.28379                 11.9548                  
252.799                  249.975                  298.475                  4415.39                  4417.43                  12                       12.1396                  137381                   372                      -2.03323                 11.9687                  
252.945                  249.975                  298.475                  4425.75                  4428                     12                       12.1418                  137703                   372                      -2.2492                  11.9567                  
253.106                  249.975                  298.475                  4437.27                  4439.7                   12                       12.1307                  138062                   372                      -2.42876                 11.9467                  
253.218                  249.975                  298.475                  4445.51                  4447.57                  12                       11.9865                  138317                   373                      -2.06862                 11.9667                  
